,Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,WRank,WSchool,WTeam_Name,WConference,WWinsKP,WLossesKP,WSeed,WPyth,WAdjustO,WAdjustO Rank,WAdjustD,WAdjustD Rank,WAdjustT,WAdjustT Rank,WLuck,WLuck Rank,WSOS Pyth,WSOS Pyth Rank,WSOS OppO,WSOS OppO Rank,WSOS OppD,WSOS OppD Rank,WNCSOS Pyth,WNCSOS Pyth Rank,LRank,LSchool,LTeam_Name,LConference,LWinsKP,LLossesKP,LSeed,LPyth,LAdjustO,LAdjustO Rank,LAdjustD,LAdjustD Rank,LAdjustT,LAdjustT Rank,LLuck,LLuck Rank,LSOS Pyth,LSOS Pyth Rank,LSOS OppO,LSOS OppO Rank,LSOS OppD,LSOS OppD Rank,LNCSOS Pyth,LNCSOS Pyth Rank,Rank,WinsKP,LossesKP,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
477,2016_1173_1292,0.5,1173,1292,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,3.278225806,3,-2,0.0106964534,-0.04194054,0.0654039917,1.84979839,1.65524194,1.12701613,-0.351814516,0.953629032,-1.3891129,37,Dayton,dayton,A10,21,3,,0.8333,108.5,83,94.3,20,67.7,245,0.113,11,0.5451,111,104.5,117,102.8,121,0.5912,83,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-88,3,-4,0.24360000000000004,7.5,-137,-3.6000000000000085,-44,-1.5,76,0.056,-49,0.09150000000000003,-108,1.2999999999999972,-72,-2.1000000000000085,-125,0.03320000000000001,-39
478,2016_1181_1292,0.5,1181,1292,2016,9.393939394,23,10,0.4589249493,0.38685208600000004,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.393939393999999,4.181818182,16.63636364,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,5.2971652,1,1,0.0100708409,-0.0018626475,0.1150234742,-0.47311828,0.45259042,-2.056695991,0.135874878,0.697947214,-3.81524926,11,Duke,duke,ACC,19,6,,0.9035,121.9,2,100.3,109,69.1,172,-0.040999999999999995,273,0.6824,22,108.1,10,101.2,57,0.5626,111,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-114,1,-1,0.31379999999999997,20.900000000000006,-218,2.3999999999999915,45,-0.10000000000000853,3,-0.098,213,0.2288,-197,4.8999999999999915,-179,-3.700000000000003,-189,0.0046000000000000485,-11
479,2016_1192_1292,0.5,1192,1292,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,-5.774193549,-5,5,0.0075288703000000005,-0.0240469863,0.0916919018,-3.67741935,1.06451613,1.06451613,1.096774194,-0.9677419359999999,1.12903226,273,Fairleigh Dickinson,fairleigh dickinson,NEC,13,12,,0.2729,103.7,165,112.9,329,72.6,42,0.066,44,0.3371,334,99.2,345,105.2,266,0.5659,105,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,148,-5,5,-0.3168,2.700000000000003,-55,15.0,265,3.3999999999999915,-127,0.009000000000000001,-16,-0.11649999999999999,115,-4.0,156,0.29999999999999716,20,0.007900000000000018,-17
480,2016_1195_1292,0.5,1195,1292,2016,2.7241379310000005,16,13,0.46957520090000004,0.34588235289999997,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.034482758999999,19.62068966,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,-1.3726362630000002,-6,4,0.0207210925,-0.0428323806,0.0379116621,2.60734149,-0.13570634,0.06451613,-0.12013348199999999,0.550611791,-0.83092324,201,Florida Gulf Coast,florida gulf coast,ASun,15,12,,0.4161,100.9,222,103.9,183,68.5,194,-0.053,293,0.4168,264,103.8,163,106.9,338,0.4965,195,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,76,-3,5,-0.17359999999999998,-0.09999999999999432,2,6.0,119,-0.7000000000000028,25,-0.11,233,-0.0368,45,0.5999999999999943,-26,2.0,92,-0.061499999999999944,73
481,2016_1201_1292,0.5,1201,1292,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,-0.628024194,1,0,-0.0183700713,-0.0457113205,0.08874719789999999,0.22479839,0.03024194,-1.31048387,1.898185484,0.234879032,1.7983871,132,Fresno St.,fresno st.,MWC,16,9,,0.5696,102.7,188,100.2,106,69.6,152,0.039,88,0.5088,157,102.2,250,101.9,82,0.4596,231,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,7,-2,2,-0.020100000000000007,1.7000000000000028,-32,2.299999999999997,42,0.3999999999999915,-17,-0.018000000000000002,28,0.05520000000000003,-62,-1.0,61,-3.0,-164,-0.09839999999999993,109
482,2016_1211_1292,0.5,1211,1292,2016,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,8.653225806,3,-2,0.0365196727,-0.012581803,0.1526199831,2.56854839,0.84274194,-0.59173387,-1.258064516,-0.48387096799999996,-2.8578629,30,Gonzaga,gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-95,2,-1,0.25949999999999995,11.0,-185,-1.6000000000000085,-16,-0.9000000000000057,44,-0.094,205,0.08399999999999996,-99,1.8999999999999915,-99,-1.2000000000000028,-70,0.0826,-85
483,2016_1214_1292,0.5,1214,1292,2016,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,-3.1967741939999996,-2,1,-0.030879013700000003,-0.0798223778,0.0469948004,4.49354839,-0.76559139,1.9311828000000002,-1.0247311829999999,0.18279569899999998,0.01505377,234,Hampton,hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,109,-4,2,-0.2363,-4.799999999999997,84,3.5,67,2.8999999999999915,-117,0.07200000000000001,-53,-0.09410000000000002,99,-2.200000000000003,120,1.2999999999999972,69,0.012500000000000067,-25
484,2016_1218_1292,0.5,1218,1292,2016,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,6.703225806,3,-4,0.0104138963,-0.060845881,0.0790257418,0.56021506,2.60107527,1.2311828000000002,1.475268817,0.416129032,0.01505377,52,Hawaii,hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-73,2,-4,0.20440000000000003,5.400000000000006,-97,-3.3000000000000114,-41,2.299999999999997,-100,-0.057,112,-0.08679999999999999,92,-2.799999999999997,135,0.29999999999999716,21,-0.25699999999999995,221
485,2016_1221_1292,0.5,1221,1292,2016,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,-8.430107527,-8,10,-0.0359689543,-0.0613915712,0.0853478359,-6.68523949,0.87683285,-0.9657869000000001,0.196480939,-0.968719453,-3.63343108,320,Holy Cross,holy cross,Pat,10,14,,0.1703,95.2,312,109.2,284,65.4,328,0.075,33,0.3353,337,100.8,315,106.9,341,0.3847,302,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,195,-8,7,-0.4194,-5.799999999999997,92,11.299999999999997,220,-3.799999999999997,159,0.017999999999999995,-27,-0.11830000000000002,118,-2.4000000000000057,126,2.0,95,-0.17329999999999995,180
486,2016_1231_1292,0.5,1231,1292,2016,13.375,25,7,0.5010729614,0.41469816270000004,0.7230273751999999,37.375,15.96875,13.65625,6.9375,3.96875,18.1875,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,9.278225806,3,-2,0.052218852999999996,0.025983429199999998,0.1158286272,0.56854839,2.93649194,1.72076613,0.6794354840000001,0.48487903200000004,-2.2641129,21,Indiana,indiana,B10,20,6,,0.8783,116.1,14,97.8,63,70.2,116,-0.006999999999999999,194,0.5863,83,106.0,59,102.9,123,0.4303,262,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-104,2,-1,0.28859999999999997,15.099999999999994,-206,-0.10000000000000853,-1,1.0,-53,-0.064,134,0.13270000000000004,-136,2.799999999999997,-130,-2.0,-123,-0.12769999999999992,140
487,2016_1233_1292,0.5,1233,1292,2016,5.9375,22,10,0.45608628659999995,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,1.840725806,0,1,0.0072321782,-0.0166217102,0.10528150480000001,0.09979839,3.81149194,0.84576613,1.304435484,0.641129032,-1.0141129,120,Iona,iona,MAAC,14,10,,0.6124,107.7,96,103.5,172,73.1,31,-0.042,275,0.4578,208,102.0,262,103.5,162,0.6448,34,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-5,-4,3,0.022700000000000053,6.700000000000003,-124,5.599999999999994,108,3.8999999999999915,-138,-0.099,215,0.0041999999999999815,-11,-1.2000000000000028,73,-1.4000000000000057,-84,0.0868000000000001,-88
488,2016_1234_1292,0.5,1234,1292,2016,9.387096774,21,10,0.45047418340000006,0.3823088456,0.7192429022,38.38709677,16.0,10.41935484,6.806451612999999,4.838709677,16.25806452,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,5.29032258,-1,1,0.001620075,-0.006405887900000001,0.1120441542,1.58064516,2.96774194,-1.51612903,0.548387097,1.354838709,-4.19354838,4,Iowa,iowa,B10,20,5,,0.9269,118.5,7,95.0,29,69.9,130,-0.048,286,0.674,24,107.6,17,101.0,47,0.5531,128,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-121,2,-2,0.33719999999999994,17.5,-213,-2.9000000000000057,-35,0.7000000000000028,-39,-0.10500000000000001,226,0.22040000000000004,-195,4.3999999999999915,-172,-3.9000000000000057,-199,-0.004899999999999904,6
489,2016_1235_1292,0.5,1235,1292,2016,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,2.778225806,-1,2,0.0526534293,-0.0085138727,0.09891565039999999,-0.74395161,3.49899194,-0.37298387,-0.101814516,0.734879032,-4.9203629,15,Iowa St.,iowa st.,B12,18,7,,0.8969,119.5,4,99.0,77,72.4,45,-0.055,298,0.7126,7,106.9,38,98.7,1,0.5266,156,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-110,0,0,0.30720000000000003,18.5,-216,1.0999999999999943,13,3.200000000000003,-124,-0.112,238,0.259,-212,3.700000000000003,-151,-6.200000000000003,-245,-0.031399999999999983,34
490,2016_1242_1292,0.5,1242,1292,2016,12.696969699999999,29,4,0.4886901631,0.42204724409999994,0.7061994609000001,37.33333333,15.45454545,12.54545455,6.757575758,4.0,18.90909091,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,8.600195506,7,-5,0.039836054700000005,0.033332510600000004,0.0990007129,0.52688172,2.42228739,0.60997068,0.499511242,0.516129032,-1.54252199,5,Kansas,kansas,B12,21,4,,0.9263,117.9,10,94.6,25,70.0,125,0.05,69,0.7172,5,107.1,30,98.8,3,0.5407,149,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-120,3,-3,0.3366,16.900000000000006,-210,-3.3000000000000114,-39,0.7999999999999972,-44,-0.006999999999999999,9,0.26359999999999995,-214,3.8999999999999915,-159,-6.1000000000000085,-243,-0.017299999999999982,27
491,2016_1246_1292,0.5,1246,1292,2016,11.41176471,26,8,0.47856086740000003,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.617647058999999,5.647058824,20.47058824,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,7.314990516,4,-1,0.029706759,-0.0182280773,0.0761989354,1.78178368,1.37950665,-0.93548387,-0.6404174570000001,2.163187856,0.01897534,9,Kentucky,kentucky,SEC,19,6,,0.9177,117.9,9,95.6,37,68.5,196,-0.040999999999999995,274,0.6693,27,106.6,43,100.2,21,0.6205,57,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-116,1,-1,0.32799999999999996,16.900000000000006,-211,-2.3000000000000114,-27,-0.7000000000000028,27,-0.098,214,0.2157,-192,3.3999999999999915,-146,-4.700000000000003,-225,0.06250000000000011,-65
492,2016_1268_1292,0.5,1268,1292,2016,9.125,24,8,0.4854035489,0.37575757579999997,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,5.028225806,2,-1,0.036549440499999995,-0.0129571577,0.1532514128,-1.43145161,1.03024194,0.90826613,-0.508064516,1.8911290319999998,-3.8266129,13,Maryland,maryland,B10,22,4,,0.8987,112.4,32,93.0,11,68.0,230,0.036000000000000004,94,0.6505,45,106.2,51,100.6,34,0.5004,191,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-112,4,-3,0.30900000000000005,11.400000000000006,-188,-4.900000000000006,-53,-1.2000000000000028,61,-0.020999999999999998,34,0.19689999999999996,-174,3.0,-138,-4.300000000000011,-212,-0.057599999999999985,69
493,2016_1274_1292,0.5,1274,1292,2016,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,4.715725806,3,-2,0.027797372200000003,-0.0231053846,0.1435135027,-2.05645161,-0.21975806,-1.27923387,-0.19556451600000002,0.141129032,-3.8891129,12,Miami FL,miami fl,ACC,20,4,,0.9015,115.3,19,95.1,30,68.0,234,0.035,97,0.6828,21,108.5,5,101.5,66,0.5477,139,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-113,2,-3,0.31179999999999997,14.299999999999997,-201,-2.8000000000000114,-34,-1.2000000000000028,65,-0.022,37,0.22919999999999996,-198,5.299999999999997,-184,-3.4000000000000057,-180,-0.010299999999999976,17
494,2016_1276_1292,0.5,1276,1292,2016,6.242424242,21,12,0.4647812166,0.38415366149999997,0.7392120075,32.03030303,14.96969697,9.727272727,5.424242424,2.090909091,15.66666667,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,2.1456500480000003,-1,3,0.0159271082,-0.004561072,0.13201325949999998,-4.77614858,1.93743891,-2.208211143,-0.833822092,-1.3929618769999998,-4.78494623,48,Michigan,michigan,B10,19,7,,0.8111,115.8,15,102.1,146,66.3,305,0.048,74,0.6162,65,105.9,64,101.6,71,0.4782,215,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-77,1,0,0.22140000000000004,14.799999999999997,-205,4.199999999999989,82,-2.9000000000000057,136,-0.009000000000000001,14,0.16259999999999997,-154,2.700000000000003,-125,-3.3000000000000114,-175,-0.07979999999999993,93
495,2016_1277_1292,0.5,1277,1292,2016,16.38235294,29,5,0.4836956522,0.43356643359999997,0.7302631579000001,41.85294118,20.55882353,11.79411765,4.4117647060000005,5.147058824,19.08823529,4.096774194,22,9,0.44885410840000006,0.3887147335,0.607198748,36.80645161,13.03225806,11.93548387,6.258064516,3.483870968,20.451612899999997,12.28557875,7,-4,0.0348415438,0.044851700099999996,0.1230644099,5.04648957,7.52656547,-0.14136622,-1.84629981,1.663187856,-1.36337761,3,Michigan St.,michigan st.,B10,21,5,,0.9355,119.8,3,94.9,28,68.1,222,-0.022000000000000002,230,0.6412,53,105.8,66,100.6,35,0.4752,219,125,Middle Tennessee,middle tennessee,CUSA,18,7,,0.5897,101.0,220,97.9,64,69.2,169,0.057,60,0.4536,219,103.2,189,104.9,246,0.5579999999999999,122,-122,3,-2,0.3458,18.799999999999997,-217,-3.0,-36,-1.1000000000000085,53,-0.079,170,0.1876,-166,2.5999999999999943,-123,-4.300000000000011,-211,-0.08279999999999993,97
496,2016_1112_1314,0.5,1112,1314,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-0.49376114,-3,2,0.003051805,0.0686686241,-0.014711294,-0.728164,-3.60249554,1.90641711,-1.9732620319999998,0.40552584700000005,0.3003565,14,Arizona,arizona,P12,21,5,,0.8973,115.6,16,95.7,38,69.3,163,-0.012,206,0.5915,80,104.9,96,101.6,70,0.3865,301,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,7,0,1,-0.0252,-3.200000000000003,11,-0.09999999999999432,-2,-3.6000000000000085,126,0.033,-72,-0.06299999999999994,40,-2.0,59,0.5,17,-0.188,209
497,2016_1114_1314,0.5,1114,1314,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-2.770398479,-1,-2,-0.0217297523,0.0732031207,-0.0031253757,-8.06736243,-5.21442125,-0.68595826,-0.59203036,-1.3178368120000001,0.34629981,45,Arkansas Little Rock,arkansas little rock,SB,22,3,,0.8197,107.0,109,93.8,17,64.3,341,0.039,87,0.4729,197,102.7,219,103.7,174,0.5314,154,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,38,1,-1,-0.1028,-11.799999999999997,104,-2.0,-23,-8.600000000000009,304,0.08399999999999999,-191,-0.18159999999999998,157,-4.200000000000003,182,2.6000000000000085,121,-0.04310000000000003,62
498,2016_1122_1314,0.5,1122,1314,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-15.06951871,-12,11,-0.0192932504,0.0347458023,-0.06741321389999999,-5.09180036,-5.23885918,3.63368984,0.026737967999999997,-1.6247771830000002,-0.27540107,242,Austin Peay,austin peay,OVC,12,16,,0.3342,101.8,205,108.1,265,70.6,109,0.006,158,0.4539,218,104.5,116,106.2,320,0.5438,143,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,235,-9,12,-0.5883,-17.0,200,12.299999999999997,225,-2.3000000000000114,72,0.051,-120,-0.20059999999999995,178,-2.4000000000000057,79,5.1000000000000085,267,-0.03070000000000006,51
499,2016_1124_1314,0.5,1124,1314,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-6.01838235,-7,5,-0.0154550599,0.059691252199999996,-0.010315925200000001,-4.18933824,-1.02389706,1.90073529,0.836397059,-0.413602941,1.49448529,38,Baylor,baylor,B12,18,7,,0.8304,117.4,11,102.2,151,67.4,262,0.045,79,0.6687,28,105.2,84,99.0,4,0.4295,266,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,31,-3,3,-0.09209999999999996,-1.3999999999999915,6,6.400000000000006,111,-5.5,225,0.09,-199,0.01419999999999999,-12,-1.7000000000000028,47,-2.0999999999999943,-49,-0.14500000000000002,174
500,2016_1138_1314,0.5,1138,1314,2016,0.6666666667,19,14,0.43425076450000005,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-12.03921568,-9,8,-0.044487232800000005,0.021278760299999998,-0.0281869431,-2.15240642,-5.57219251,2.90641711,-0.155080214,-0.897504456,3.36096256,148,Buffalo,buffalo,MAC,14,11,,0.5422,102.6,192,101.1,119,73.1,32,0.057999999999999996,54,0.5531,100,106.0,61,104.0,194,0.5635,108,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,141,-7,7,-0.38029999999999997,-16.200000000000003,187,5.299999999999997,79,0.19999999999998863,-5,0.103,-224,-0.10139999999999993,60,-0.9000000000000057,24,2.9000000000000057,141,-0.01100000000000001,16
501,2016_1139_1314,0.5,1139,1314,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-3.286527511,-7,4,-0.013072761200000001,0.0727495802,-0.0061446579,-4.5512334,-3.76280835,-0.68595826,-0.108159393,-1.0275142309999998,1.9914611,46,Butler,butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022000000000000002,228,0.5968,76,104.3,131,100.8,40,0.4172,283,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,39,-4,4,-0.10999999999999999,-3.299999999999997,12,5.900000000000006,96,-4.200000000000003,151,0.022999999999999996,-50,-0.057699999999999974,36,-2.6000000000000085,94,-0.29999999999999716,-13,-0.1573,191
502,2016_1143_1314,0.5,1143,1314,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,12.70588235,28,6,0.47873799729999994,0.31389365350000004,0.7375886525,40.97058824,18.11764706,10.91176471,6.882352941000001,4.382352941000001,17.91176471,-4.614973259,-5,4,-0.0178129574,0.054777232599999996,-0.08117839610000001,-1.00089127,-5.14795009,1.3003565000000001,-2.76114082,0.435828877,2.75490196,32,California,california,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059000000000000004,304,0.6218,58,106.2,52,101.7,73,0.4541,237,7,North Carolina,north carolina,ACC,21,4,,0.9225,118.8,5,95.8,40,72.9,37,-0.045,278,0.6545,40,106.9,37,101.1,53,0.5745,92,25,-4,4,-0.07919999999999994,-7.599999999999994,43,0.29999999999999716,3,-3.9000000000000057,141,-0.014000000000000005,26,-0.03269999999999995,18,-0.7000000000000028,15,0.6000000000000085,20,-0.12040000000000001,145
