,Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,WTeam_Name,WRank,WSchool,WConference,Wins_y,Losses_y,WSeed,WPyth,WAdjustO,WAdjustO Rank,WAdjustD,WAdjustD Rank,WAdjustT,WAdjustT Rank,WLuck,WLuck Rank,WSOS Pyth,WSOS Pyth Rank,WSOS OppO,WSOS OppO Rank,WSOS OppD,WSOS OppD Rank,WNCSOS Pyth,WNCSOS Pyth Rank,LTeam_Name,LRank,LSchool,LConference,LWinsKP,Losses,LSeed,LPyth,LAdjustO,LAdjustO Rank,LAdjustD,LAdjustD Rank,LAdjustT,LAdjustT Rank,LLuck,LLuck Rank,LSOS Pyth,LSOS Pyth Rank,LSOS OppO,LSOS OppO Rank,LSOS OppD,LSOS OppD Rank,LNCSOS Pyth,LNCSOS Pyth Rank,Rank
109,2016_1139_1211,0.5,1139,1211,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-3.330645161,-4,3,-0.019708545000000025,0.01051030319999996,-0.0283747365,-2.955645160000003,0.4798387099999992,-1.1179435499999997,1.7741935479999995,0.3548387100000001,2.3094758099999986,butler,46,Butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022,228,0.5968,76,104.3,131,100.8,40,0.4172,283,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,16
110,2016_1143_1211,0.5,1143,1211,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-4.659090909,-2,3,-0.024448741200000013,-0.007462044400000034,-0.10340847469999992,0.5946969700000011,-0.9053030300000008,0.8683712099999994,-0.8787878789999999,1.818181818,3.072916670000001,california,32,California,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059,304,0.6218,58,106.2,52,101.7,73,0.4541,237,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,2
111,2016_1151_1211,0.5,1151,1211,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-5.0625,2,-2,-0.034756497100000006,-0.015105740199999997,-0.027198410199999908,-3.9375,0.09375,0.84375,2.34375,1.75,-0.15625,chattanooga,80,Chattanooga,SC,23,4,,0.7378,106.6,119,97.4,55,67.2,269,0.103,15,0.4832,182,104.9,101,105.5,281,0.5489999999999999,136,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,50
112,2016_1153_1211,0.5,1153,1211,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-2.4375,-3,3,-0.057841313600000006,-0.030911817799999963,-0.05594276209999993,0.0,1.59375,-0.28125,2.9375,2.8125,-1.96875,cincinnati,27,Cincinnati,Amer,19,7,,0.8526,108.1,87,92.8,10,66.6,297,-0.049,289,0.5458,109,104.3,129,102.6,112,0.4608,228,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,-3
113,2016_1160_1211,0.5,1160,1211,2016,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-8.0,-4,4,-0.06412835990000004,0.013204710899999972,-0.02290773629999998,2.9375,-0.40625,2.125,0.1875,2.03125,1.125,colorado,63,Colorado,P12,19,7,,0.765,106.5,121,96.1,45,69.9,132,0.05,71,0.6072,73,106.5,45,102.5,105,0.441,252,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,33
114,2016_1163_1211,0.5,1163,1211,2016,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-2.426470589999999,-1,3,-0.025955710700000027,-0.014011718399999984,0.026756139800000026,-2.8455882399999983,-0.02205881999999981,-0.2261029400000005,0.7058823529999998,2.029411765,0.40625,connecticut,23,Connecticut,Amer,18,7,,0.8690000000000001,108.5,81,92.1,8,67.3,265,-0.064,311,0.5672,92,104.8,107,102.3,98,0.4781,216,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,-7
115,2016_1173_1211,0.5,1173,1211,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-5.375,0,0,-0.025823219300000037,-0.029358737000000024,-0.08721599140000003,-0.71875,0.8125,1.71875,0.90625,1.4375,1.46875,dayton,37,Dayton,A10,21,3,,0.8333,108.5,83,94.3,20,67.7,245,0.113,11,0.5451,111,104.5,117,102.8,121,0.5912,83,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,7
116,2016_1181_1211,0.5,1181,1211,2016,9.393939394,23,10,0.4589249493,0.386852086,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-3.3560606060000002,-2,3,-0.026448831800000017,0.010719155500000022,-0.037596508899999985,-3.0416666699999984,-0.3901515199999999,-1.4649621210000008,1.3939393939999976,1.1818181819999998,-0.957386360000001,duke,11,Duke,ACC,19,6,,0.9035,121.9,2,100.3,109,69.1,172,-0.041,273,0.6824,22,108.1,10,101.2,57,0.5626,111,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,-19
117,2016_1192_1211,0.5,1192,1211,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-14.427419355,-8,7,-0.028990802400000012,-0.011465183300000016,-0.06092808129999994,-6.2459677399999975,0.22177418999999965,1.65625,2.35483871,-0.4838709680000002,3.98689516,fairleigh dickinson,273,Fairleigh Dickinson,NEC,13,12,,0.2729,103.7,165,112.9,329,72.6,42,0.066,44,0.3371,334,99.2,345,105.2,266,0.5659,105,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,243
118,2016_1195_1211,0.5,1195,1211,2016,2.7241379310000005,16,13,0.4695752009,0.3458823529,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.0344827589999985,19.62068966,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-10.025862069,-9,6,-0.015798580199999968,-0.03025057760000005,-0.11470832099999995,0.038793100000006575,-0.9784482800000004,0.65625,1.1379310340000002,1.0344827589999994,2.02693966,florida gulf coast,201,Florida Gulf Coast,ASun,15,12,,0.4161,100.9,222,103.9,183,68.5,194,-0.053,293,0.4168,264,103.8,163,106.9,338,0.4965,195,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,171
119,2016_1201_1211,0.5,1201,1211,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,-9.28125,-2,2,-0.05488974400000002,-0.03312951750000004,-0.06387278519999995,-2.34375,-0.8125,-0.71875,3.15625,0.71875,4.65625,fresno st.,132,Fresno St.,MWC,16,9,,0.5696,102.7,188,100.2,106,69.6,152,0.039,88,0.5088,157,102.2,250,101.9,82,0.4596,231,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,102
120,2016_1112_1214,0.5,1112,1214,2016,12.21212121,25,8,0.4817898023,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,11.31212121,5,-2,0.06381470759999996,0.07366992189999999,0.06868381009999991,-1.0575757599999989,2.2484848500000005,-1.0484848500000012,-0.3242424240000004,1.1212121210000006,-2.2545454599999992,arizona,14,Arizona,P12,21,5,,0.8973,115.6,16,95.7,38,69.3,163,-0.012,206,0.5915,80,104.9,96,101.6,70,0.3865,301,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-220
121,2016_1122_1214,0.5,1122,1214,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,-3.263636364,-4,7,0.04146965219999999,0.03974710009999999,0.01598189019999996,-5.42121212,0.6121212100000015,0.6787878799999998,1.6757575759999996,-0.9090909089999996,-2.83030303,austin peay,242,Austin Peay,OVC,12,16,,0.3342,101.8,205,108.1,265,70.6,109,0.006,158,0.4539,218,104.5,116,106.2,320,0.5438,143,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,8
122,2016_1124_1214,0.5,1124,1214,2016,6.6875,21,11,0.4632829374,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,5.7875,1,1,0.04530784270000005,0.06469255000000003,0.07307917890000004,-4.518749999999997,4.827083330000002,-1.0541666700000007,2.485416667,0.3020833330000001,-1.0604166699999986,baylor,38,Baylor,B12,18,7,,0.8304,117.4,11,102.2,151,67.4,262,0.045,79,0.6687,28,105.2,84,99.0,4,0.4295,266,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-196
123,2016_1138_1214,0.5,1138,1214,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,-0.2333333333000001,-1,4,0.01627566980000011,0.026280058100000003,0.05520816100000003,-2.4818181799999977,0.2787878800000012,-0.04848485000000125,1.4939393940000008,-0.18181818199999975,0.8060606000000021,buffalo,148,Buffalo,MAC,14,11,,0.5422,102.6,192,101.1,119,73.1,32,0.058,54,0.5531,100,106.0,61,104.0,194,0.5635,108,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-86
124,2016_1139_1214,0.5,1139,1214,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,8.519354839,1,0,0.0476901414,0.07775087799999998,0.07725044619999999,-4.88064516,2.08817204,-3.64086022,1.5408602149999997,-0.31182795699999977,-0.56344086,butler,46,Butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022,228,0.5968,76,104.3,131,100.8,40,0.4172,283,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-188
125,2016_1143_1214,0.5,1143,1214,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,7.190909091,3,0,0.042949945200000006,0.05977853039999996,0.002216708000000067,-1.3303030299999958,0.7030303000000001,-1.6545454600000014,-1.1121212120000001,1.1515151510000003,0.20000000000000284,california,32,California,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059,304,0.6218,58,106.2,52,101.7,73,0.4541,237,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-202
126,2016_1151_1214,0.5,1151,1214,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,6.7875,7,-5,0.03264218930000001,0.05213483460000001,0.07842677250000007,-5.862499999999998,1.702083330000001,-1.6791666700000007,2.110416667,1.083333333,-3.0291666699999986,chattanooga,80,Chattanooga,SC,23,4,,0.7378,106.6,119,97.4,55,67.2,269,0.103,15,0.4832,182,104.9,101,105.5,281,0.5489999999999999,136,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-154
127,2016_1153_1214,0.5,1153,1214,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,9.4125,2,0,0.00955737280000002,0.03632875700000005,0.049682420600000055,-1.9249999999999967,3.2020833300000007,-2.8041666700000007,2.704166667,2.145833333,-4.841666669999999,cincinnati,27,Cincinnati,Amer,19,7,,0.8526,108.1,87,92.8,10,66.6,297,-0.049,289,0.5458,109,104.3,129,102.6,112,0.4608,228,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-207
128,2016_1160_1214,0.5,1160,1214,2016,4.75,21,11,0.4212454212,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,3.85,1,1,0.0032703264999999764,0.08044528569999998,0.08271744639999999,1.0125000000000028,1.202083330000001,-0.3979166700000008,-0.04583333300000003,1.364583333,-1.7479166699999986,colorado,63,Colorado,P12,19,7,,0.765,106.5,121,96.1,45,69.9,132,0.05,71,0.6072,73,106.5,45,102.5,105,0.441,252,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-171
129,2016_1163_1214,0.5,1163,1214,2016,10.32352941,24,10,0.4594180704,0.3621212121,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,9.42352941,4,0,0.0414429757,0.05322885640000002,0.1323813225,-4.770588239999995,1.5862745100000009,-2.7490196100000013,0.4725490199999998,1.3627450980000002,-2.4666666699999986,connecticut,23,Connecticut,Amer,18,7,,0.8690000000000001,108.5,81,92.1,8,67.3,265,-0.064,311,0.5672,92,104.8,107,102.3,98,0.4781,216,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-211
130,2016_1173_1214,0.5,1173,1214,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,6.475,5,-3,0.04157546709999999,0.037881837799999984,0.01840919129999996,-2.643749999999997,2.4208333300000007,-0.8041666700000007,0.6729166670000001,0.7708333330000001,-1.4041666699999986,dayton,37,Dayton,A10,21,3,,0.8333,108.5,83,94.3,20,67.7,245,0.113,11,0.5451,111,104.5,117,102.8,121,0.5912,83,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-197
131,2016_1181_1214,0.5,1181,1214,2016,9.393939394,23,10,0.4589249493,0.386852086,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,8.493939394,3,0,0.0409498546,0.07795973030000003,0.0680286738,-4.966666669999995,1.2181818100000008,-3.9878787910000018,1.1606060609999975,0.5151515149999999,-3.83030303,duke,11,Duke,ACC,19,6,,0.9035,121.9,2,100.3,109,69.1,172,-0.041,273,0.6824,22,108.1,10,101.2,57,0.5626,111,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-223
132,2016_1192_1214,0.5,1192,1214,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,-2.577419355,-3,4,0.038407883999999996,0.055775391499999986,0.04469710140000005,-8.170967739999995,1.8301075200000003,-0.8666666700000007,2.121505377,-1.150537635,1.1139784900000012,fairleigh dickinson,273,Fairleigh Dickinson,NEC,13,12,,0.2729,103.7,165,112.9,329,72.6,42,0.066,44,0.3371,334,99.2,345,105.2,266,0.5659,105,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,39
133,2016_1195_1214,0.5,1195,1214,2016,2.7241379310000005,16,13,0.4695752009,0.3458823529,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.0344827589999985,19.62068966,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,1.8241379310000003,-4,3,0.05160010620000005,0.036989997199999965,-0.00908313829999996,-1.8862068999999904,0.6298850500000004,-1.8666666700000007,0.904597701,0.3678160919999995,-0.8459770099999986,florida gulf coast,201,Florida Gulf Coast,ASun,15,12,,0.4161,100.9,222,103.9,183,68.5,194,-0.053,293,0.4168,264,103.8,163,106.9,338,0.4965,195,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-33
134,2016_1201_1214,0.5,1201,1214,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,2.56875,3,-1,0.0125089424,0.03411105729999997,0.04175239750000004,-4.268749999999997,0.7958333300000007,-3.2416666700000007,2.922916667,0.05208333300000012,1.7833333300000014,fresno st.,132,Fresno St.,MWC,16,9,,0.5696,102.7,188,100.2,106,69.6,152,0.039,88,0.5088,157,102.2,250,101.9,82,0.4596,231,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-102
135,2016_1211_1214,0.5,1211,1214,2016,12.75,25,7,0.4853737811,0.3761329305,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,11.85,5,-3,0.06739868640000002,0.06724057479999995,0.1056251827,-1.9249999999999967,1.608333330000001,-2.5229166700000007,-0.23333333300000006,-0.6666666669999999,-2.8729166699999986,gonzaga,30,Gonzaga,WCC,20,6,,0.8492,112.0,35,96.3,48,68.3,213,-0.037000000000000005,265,0.5376,120,105.1,90,103.7,176,0.6406,37,hampton,234,Hampton,MEAC,14,9,,0.3534,96.2,304,101.4,131,72.1,52,0.129,7,0.3595,318,101.0,309,106.2,315,0.5705,97,-204
136,2016_1112_1218,0.5,1112,1218,2016,12.21212121,25,8,0.4817898023,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,1.412121209999999,0,3,0.02252179759999995,0.054693425100000026,0.036652868699999834,2.875757569999997,-1.1181818099999994,-0.3484848500000002,-2.8242424239999995,0.8878787880000005,-2.2545454599999992,arizona,14,Arizona,P12,21,5,,0.8973,115.6,16,95.7,38,69.3,163,-0.012,206,0.5915,80,104.9,96,101.6,70,0.3865,301,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,-38
137,2016_1122_1218,0.5,1122,1218,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,-13.163636364,-9,12,0.00017674219999996854,0.020770603300000023,-0.01604905120000011,-1.4878787900000034,-2.7545454499999984,1.3787878800000009,-0.8242424239999995,-1.1424242419999997,-2.83030303,austin peay,242,Austin Peay,OVC,12,16,,0.3342,101.8,205,108.1,265,70.6,109,0.006,158,0.4539,218,104.5,116,106.2,320,0.5438,143,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,190
138,2016_1124_1218,0.5,1124,1218,2016,6.6875,21,11,0.4632829374,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,-4.112500000000002,-4,6,0.004014932700000029,0.04571605320000005,0.041048237499999966,-0.5854166700000007,1.4604166700000007,-0.3541666699999997,-0.014583332999999143,0.06875000000000009,-1.0604166699999986,baylor,38,Baylor,B12,18,7,,0.8304,117.4,11,102.2,151,67.4,262,0.045,79,0.6687,28,105.2,84,99.0,4,0.4295,266,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,-14
139,2016_1138_1218,0.5,1138,1218,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,-10.133333333300001,-6,9,-0.0250172401999999,0.007303561300000039,0.023177219599999962,1.4515151499999988,-3.0878787799999987,0.6515151499999998,-1.0060606059999984,-0.4151515149999998,0.8060606000000021,buffalo,148,Buffalo,MAC,14,11,,0.5422,102.6,192,101.1,119,73.1,32,0.058,54,0.5531,100,106.0,61,104.0,194,0.5635,108,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,96
140,2016_1139_1218,0.5,1139,1218,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.774193548,3.35483871,19.90322581,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,-1.3806451610000003,-4,5,0.006397231399999982,0.0587743812,0.04521950479999992,-0.947311830000004,-1.27849462,-2.94086022,-0.9591397849999996,-0.5451612899999998,-0.56344086,butler,46,Butler,BE,17,8,,0.8125,115.5,17,101.7,136,68.7,188,-0.022,228,0.5968,76,104.3,131,100.8,40,0.4172,283,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,-6
141,2016_1143_1218,0.5,1143,1218,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,-2.7090909090000004,-2,5,0.00165703519999999,0.04080203360000001,-0.029814233399999997,2.6030303000000004,-2.66363636,-0.9545454600000004,-3.6121212119999986,0.9181818180000004,0.20000000000000284,california,32,California,P12,17,8,,0.8433,111.2,48,96.1,43,69.0,178,-0.059,304,0.6218,58,106.2,52,101.7,73,0.4541,237,hawaii,52,Hawaii,BW,20,3,,0.7941,106.4,123,94.6,23,71.5,69,0.0,172,0.3668,311,100.4,324,105.2,267,0.301,343,-20
