Year,Daynum,WinLoss,team_id,Wscore,Lteam,Lscore,Wloc,Numot,PointDiff,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,Team_Name,Rank,Team,Conference,Wins_y,Losses_y,Seed,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
2006,136,1,1401,66,1393,58,N,0,8,8.758621,21,8,0.449934,0.358491,0.67515,31.689659999999996,16.75862,13.413789999999999,8.655172,2.9655169999999997,21.58621,3.8529410000000004,23,11,0.43946899999999994,0.342704,0.642541,38.32353,15.55882,15.294120000000001,9.029411999999999,6.4411760000000005,17.91176,4.90568,-2,-3,0.010465,0.015787,0.032609,-6.63387,1.1998,-1.8803299999999998,-0.37424,-3.475659,3.67445,texas a&m,26,Texas A&M,B12,22,9,12.0,0.8433,104.3,113,90.1,9,64.6,262,-0.008,185,0.5666,98,103.0,110,100.6,113,0.212,331
2006,138,0,1401,57,1261,58,N,0,-1,8.758621,21,8,0.449934,0.358491,0.67515,31.689659999999996,16.75862,13.413789999999999,8.655172,2.9655169999999997,21.58621,9.533333,22,8,0.4754,0.33766199999999996,0.699225,40.23333,15.733329999999999,15.566670000000002,8.466667,6.266667,15.666670000000002,-0.774712,-1,0,-0.025466,0.020829,-0.024075,-8.54367,1.02529,-2.15288,0.188505,-3.30115,5.9195400000000005,texas a&m,26,Texas A&M,B12,22,9,12.0,0.8433,104.3,113,90.1,9,64.6,262,-0.008,185,0.5666,98,103.0,110,100.6,113,0.212,331
2006,136,1,1417,78,1125,44,N,0,34,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,5.9,20,10,0.5,0.381872,0.695238,35.73333,16.96667,16.3,7.733333,3.566667,19.866670000000003,3.5545449999999996,7,-4,-0.019403,-0.024975,0.008232,-2.76363,-2.9060599999999996,-1.75455,-2.096969,-0.809091,-3.71515,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,138,1,1417,62,1104,59,N,0,3,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,2.827586,17,12,0.45344399999999996,0.33970300000000003,0.7061609999999999,37.0,12.2069,13.51724,6.344828,5.034483,13.827589999999999,6.626958999999999,10,-6,0.027152999999999997,0.017194,-0.002691,-4.0303,1.8537099999999997,1.02821,-0.708464,-2.276907,2.32393,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,143,1,1417,73,1211,71,N,0,2,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,7.633333,27,3,0.476995,0.366167,0.782609,37.6,14.03333,13.333329999999998,7.266667,2.8,18.8,1.8212119999999998,0,3,0.003602,-0.00927,-0.079139,-4.6303,0.027280000000000002,1.21212,-1.630303,-0.042424,-2.6484799999999997,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,145,1,1417,50,1272,45,N,0,5,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,-5.575755,-3,3,0.032820999999999996,0.004863,0.018687,-9.090910000000001,-1.6666599999999998,-1.27273,-4.151515,-4.0,-4.0606,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,152,1,1417,59,1261,45,N,0,14,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,9.533333,22,8,0.4754,0.33766199999999996,0.699225,40.23333,15.733329999999999,15.566670000000002,8.466667,6.266667,15.666670000000002,-0.078788,5,-2,0.005197,0.019235,0.0042450000000000005,-7.26363,-1.67272,-1.02122,-2.830303,-3.509091,0.48485,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,154,0,1417,57,1196,73,N,0,-16,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,14.48485,27,6,0.508078,0.39418400000000003,0.734584,35.24242,17.0303,14.878789999999999,8.030303,4.939394,16.12121,-5.030305,0,0,-0.027481000000000002,-0.037287,-0.031114,-2.27272,-2.96969,-0.33334,-2.393939,-2.181818,0.030310000000000004,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,136,1,1449,75,1429,61,N,0,14,12.96667,24,6,0.47451400000000005,0.364815,0.7480060000000001,37.86667,16.53333,15.03333,7.933333,3.5,18.933329999999998,7.133333,22,8,0.49027,0.40255,0.726358,33.26667,16.83333,13.0,5.3,2.9,15.733329999999999,5.833337,2,-2,-0.015756,-0.037735000000000005,0.021648,4.6,-0.3,2.03333,2.6333330000000004,0.6,3.2,washington,17,Washington,P10,26,7,5.0,0.8804,113.0,18,95.0,43,73.0,10,0.008,148,0.6125,76,103.9,77,99.8,80,0.2899,318
2006,138,1,1449,67,1228,64,N,0,3,12.96667,24,6,0.47451400000000005,0.364815,0.7480060000000001,37.86667,16.53333,15.03333,7.933333,3.5,18.933329999999998,11.87097,25,6,0.456322,0.363057,0.6337520000000001,36.0,15.096770000000001,12.35484,6.2258059999999995,2.5161290000000003,17.3871,1.0957,-1,0,0.018192,0.0017579999999999998,0.114254,1.86667,1.43656,2.67849,1.707527,0.9838709999999999,1.54623,washington,17,Washington,P10,26,7,5.0,0.8804,113.0,18,95.0,43,73.0,10,0.008,148,0.6125,76,103.9,77,99.8,80,0.2899,318
2006,144,0,1449,92,1163,98,N,1,-6,12.96667,24,6,0.47451400000000005,0.364815,0.7480060000000001,37.86667,16.53333,15.03333,7.933333,3.5,18.933329999999998,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,-2.9333299999999998,-3,3,0.006451999999999999,0.006706999999999999,0.046044999999999996,-7.1,0.6,0.8333299999999999,1.3,-5.8333330000000005,3.5333300000000003,washington,17,Washington,P10,26,7,5.0,0.8804,113.0,18,95.0,43,73.0,10,0.008,148,0.6125,76,103.9,77,99.8,80,0.2899,318
2006,136,1,1454,82,1328,74,N,0,8,7.785714,20,8,0.43673999999999996,0.337615,0.691339,38.214290000000005,12.5,13.78571,6.785714,2.928571,19.42857,5.571429,20,8,0.448525,0.358811,0.715084,36.60714,14.46429,14.03571,7.107142999999999,3.428571,16.92857,2.214285,0,0,-0.011784999999999999,-0.021196,-0.023745,1.60715,-1.96429,-0.25,-0.321429,-0.5,2.5,milwaukee,61,Milwaukee,Horz,22,9,11.0,0.7581,106.7,77,96.6,71,69.4,76,0.017,126,0.5509,111,103.7,81,101.9,164,0.62,50
2006,138,0,1454,60,1196,82,N,0,-22,7.785714,20,8,0.43673999999999996,0.337615,0.691339,38.214290000000005,12.5,13.78571,6.785714,2.928571,19.42857,14.48485,27,6,0.508078,0.39418400000000003,0.734584,35.24242,17.0303,14.878789999999999,8.030303,4.939394,16.12121,-6.699136,-7,2,-0.071338,-0.05656900000000001,-0.043245,2.97187,-4.5303,-1.0930799999999998,-1.244589,-2.010823,3.3073599999999996,milwaukee,61,Milwaukee,Horz,22,9,11.0,0.7581,106.7,77,96.6,71,69.4,76,0.017,126,0.5509,111,103.7,81,101.9,164,0.62,50
2006,136,1,1455,86,1371,66,N,0,20,6.7741940000000005,23,8,0.441317,0.370567,0.72621,36.87097,14.96774,12.90323,5.290323,1.8387099999999998,15.45161,1.37931,18,11,0.411909,0.336,0.739482,36.86207,12.51724,13.448279999999999,6.758621000000001,2.586207,18.7931,5.394883999999999,5,-3,0.029408,0.034567,-0.013271999999999999,0.0089,2.4505,-0.54505,-1.4682979999999999,-0.7474970000000001,-3.3414900000000003,wichita st.,29,Wichita St.,MVC,26,9,7.0,0.8363,110.7,35,96.1,56,64.1,273,0.032,89,0.6352,66,103.0,109,98.1,21,0.4924,161
2006,138,1,1455,80,1397,73,N,0,7,6.7741940000000005,23,8,0.441317,0.370567,0.72621,36.87097,14.96774,12.90323,5.290323,1.8387099999999998,15.45161,7.642857000000001,21,7,0.466513,0.393365,0.70068,33.35714,17.21429,12.96429,10.21429,3.035714,18.0,-0.868663,2,1,-0.025196,-0.022798,0.02553,3.5138300000000005,-2.24655,-0.06106,-4.923967,-1.1970040000000002,-2.54839,wichita st.,29,Wichita St.,MVC,26,9,7.0,0.8363,110.7,35,96.1,56,64.1,273,0.032,89,0.6352,66,103.0,109,98.1,21,0.4924,161
2006,144,0,1455,55,1206,63,N,0,-8,6.7741940000000005,23,8,0.441317,0.370567,0.72621,36.87097,14.96774,12.90323,5.290323,1.8387099999999998,15.45161,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,-3.792476,0,1,-0.042392,0.018788,0.058306,1.97097,-0.19893,-0.29677,-2.009677,-1.694623,0.05161,wichita st.,29,Wichita St.,MVC,26,9,7.0,0.8363,110.7,35,96.1,56,64.1,273,0.032,89,0.6352,66,103.0,109,98.1,21,0.4924,161
2006,137,1,1112,94,1458,75,N,0,19,4.870968,19,12,0.442237,0.315789,0.700321,34.51613,14.774189999999999,13.483870000000001,9.870968,3.774194,16.48387,6.3,19,11,0.43210600000000005,0.34177199999999996,0.663142,36.56667,13.4,11.63333,5.366667,3.3666669999999996,17.2,-1.429032,0,1,0.010131,-0.025983,0.037179000000000004,-2.0505400000000003,1.37419,1.85054,4.504301,0.407527,-0.71613,arizona,24,Arizona,P10,20,13,8.0,0.8521,111.9,22,96.1,58,69.3,78,-0.038,257,0.7512,3,106.5,14,96.8,2,0.728,14
2006,139,0,1112,78,1437,82,N,0,-4,4.870968,19,12,0.442237,0.315789,0.700321,34.51613,14.774189999999999,13.483870000000001,9.870968,3.774194,16.48387,11.62069,25,4,0.425806,0.38653000000000004,0.751196,36.24138,12.62069,11.27586,7.586207000000001,5.034483,18.37931,-6.749722,-6,8,0.016431,-0.070741,-0.050875,-1.72525,2.1535,2.20801,2.284761,-1.260289,-1.8954400000000002,arizona,24,Arizona,P10,20,13,8.0,0.8521,111.9,22,96.1,58,69.3,78,-0.038,257,0.7512,3,106.5,14,96.8,2,0.728,14
2006,137,1,1133,77,1242,73,N,0,4,7.233333,20,10,0.444381,0.32874000000000003,0.7182609999999999,37.7,16.53333,15.2,9.2,4.8333330000000005,18.73333,13.290320000000001,24,7,0.47157200000000005,0.37746999999999997,0.665615,39.32258,17.93548,15.64516,9.677419,5.7741940000000005,18.03226,-6.056987,-4,3,-0.027191000000000003,-0.04873,0.052646000000000005,-1.62258,-1.40215,-0.44516000000000006,-0.477419,-0.9408610000000001,0.70107,bradley,25,Bradley,MVC,22,11,13.0,0.8509,106.4,82,91.5,10,70.7,42,-0.019,212,0.6624,41,103.7,84,97.8,17,0.4552,201
2006,139,1,1133,72,1338,66,N,0,6,7.233333,20,10,0.444381,0.32874000000000003,0.7182609999999999,37.7,16.53333,15.2,9.2,4.8333330000000005,18.73333,9.677419,24,7,0.45187299999999997,0.352087,0.6884779999999999,39.19355,16.51613,13.74194,6.354839,3.83871,17.06452,-2.444086,-4,3,-0.007492,-0.023347,0.029782999999999997,-1.49355,0.0172,1.4580600000000001,2.845161,0.9946229999999999,1.66881,bradley,25,Bradley,MVC,22,11,13.0,0.8509,106.4,82,91.5,10,70.7,42,-0.019,212,0.6624,41,103.7,84,97.8,17,0.4552,201
2006,143,0,1133,64,1272,80,N,0,-16,7.233333,20,10,0.444381,0.32874000000000003,0.7182609999999999,37.7,16.53333,15.2,9.2,4.8333330000000005,18.73333,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,-7.7969669999999995,-10,7,-0.0033950000000000004,-0.023294,0.033477999999999994,-4.360609999999999,0.80606,-0.6181800000000001,-0.587879,-1.924243,-1.47879,bradley,25,Bradley,MVC,22,11,13.0,0.8509,106.4,82,91.5,10,70.7,42,-0.019,212,0.6624,41,103.7,84,97.8,17,0.4552,201
2006,137,1,1137,59,1116,55,N,0,4,10.65517,25,4,0.471045,0.38716799999999996,0.691152,31.689659999999996,14.586210000000001,14.48276,8.724138,1.689655,17.55172,9.258065,22,9,0.459218,0.339731,0.693966,35.03226,15.54839,13.3871,8.451613,6.129032,16.93548,1.3971049999999998,3,-5,0.011826999999999999,0.047437,-0.002814,-3.3426,-0.9621799999999999,1.09566,0.272525,-4.4393769999999995,0.61624,bucknell,48,Bucknell,Pat,27,5,9.0,0.7923,104.5,108,93.1,23,63.2,297,0.093,13,0.4254,215,99.2,277,101.9,163,0.6789,28
2006,139,0,1137,56,1272,72,N,0,-16,10.65517,25,4,0.471045,0.38716799999999996,0.691152,31.689659999999996,14.586210000000001,14.48276,8.724138,1.689655,17.55172,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,-4.37513,-5,1,0.023269,0.035134,0.006369,-10.37095,-1.14106,-1.33542,-1.063741,-5.067921,-2.6604,bucknell,48,Bucknell,Pat,27,5,9.0,0.7923,104.5,108,93.1,23,63.2,297,0.093,13,0.4254,215,99.2,277,101.9,163,0.6789,28
2006,137,1,1163,72,1107,59,N,0,13,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,4.580645,21,10,0.447139,0.381533,0.709199,33.96774,12.6129,14.16129,6.387097,2.580645,19.096770000000003,11.319355,6,-7,0.020923,-0.023425,-0.007238,10.99893,3.3204300000000004,0.03871,0.246236,6.752688,-3.69677,connecticut,3,Connecticut,BE,30,4,1.0,0.9325,117.5,2,93.6,25,70.9,38,0.078,24,0.6731,34,105.3,40,98.9,49,0.3793,277
2006,139,1,1163,87,1246,83,N,0,4,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,4.848485,21,12,0.450712,0.35543,0.65642,35.87879,14.181820000000002,13.393939999999999,5.969697,3.090909,16.90909,11.051515,6,-9,0.01735,0.0026780000000000003,0.045541000000000005,9.08788,1.75151,0.80606,0.663636,6.242424,-1.50909,connecticut,3,Connecticut,BE,30,4,1.0,0.9325,117.5,2,93.6,25,70.9,38,0.078,24,0.6731,34,105.3,40,98.9,49,0.3793,277
2006,144,1,1163,98,1449,92,N,1,6,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,12.96667,24,6,0.47451400000000005,0.364815,0.7480060000000001,37.86667,16.53333,15.03333,7.933333,3.5,18.933329999999998,2.9333299999999998,3,-3,-0.006451999999999999,-0.006706999999999999,-0.046044999999999996,7.1,-0.6,-0.8333299999999999,-1.3,5.8333330000000005,-3.5333300000000003,connecticut,3,Connecticut,BE,30,4,1.0,0.9325,117.5,2,93.6,25,70.9,38,0.078,24,0.6731,34,105.3,40,98.9,49,0.3793,277
2006,146,0,1163,84,1206,86,N,1,-2,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,5.33333,4,-4,-0.015647,0.0063289999999999996,0.034057,10.06667,0.76666,1.0,-0.666667,5.8,0.0,connecticut,3,Connecticut,BE,30,4,1.0,0.9325,117.5,2,93.6,25,70.9,38,0.078,24,0.6731,34,105.3,40,98.9,49,0.3793,277
2006,137,1,1206,75,1277,65,N,0,10,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,5.4375,21,11,0.477441,0.370297,0.7716890000000001,35.84375,16.59375,14.09375,6.28125,2.96875,18.09375,5.129169999999999,2,-4,0.006268,-0.018518,-0.10378499999999999,-0.94375,-1.42708,-0.89375,1.01875,0.564583,-2.69375,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,139,1,1206,65,1314,60,N,0,5,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,11.48276,22,7,0.48202700000000004,0.380952,0.703125,40.0,17.96552,16.62069,7.896552000000001,3.9310339999999995,17.37931,-0.91609,1,0,0.0016820000000000001,-0.029173,-0.035220999999999995,-5.1,-2.79885,-3.42069,-0.5965520000000001,-0.397701,-1.97931,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,144,1,1206,63,1455,55,N,0,8,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,6.7741940000000005,23,8,0.441317,0.370567,0.72621,36.87097,14.96774,12.90323,5.290323,1.8387099999999998,15.45161,3.792476,0,-1,0.042392,-0.018788,-0.058306,-1.97097,0.19893,0.29677,2.009677,1.694623,-0.05161,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,146,1,1206,86,1163,84,N,1,2,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,-5.33333,-4,4,0.015647,-0.0063289999999999996,-0.034057,-10.06667,-0.76666,-1.0,0.666667,-5.8,0.0,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,152,0,1206,58,1196,73,N,0,-15,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,14.48485,27,6,0.508078,0.39418400000000003,0.734584,35.24242,17.0303,14.878789999999999,8.030303,4.939394,16.12121,-3.9181800000000004,-4,1,-0.024369,-0.042405,-0.06667999999999999,-0.34242,-1.86363,-1.6787900000000002,-0.7303029999999999,-1.406061,-0.72121,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,137,1,1207,54,1320,49,N,0,5,7.133333,21,9,0.471785,0.360627,0.704365,32.6,15.53333,11.73333,6.033333,3.5333330000000003,14.933329999999998,6.8,21,9,0.45406499999999994,0.34775100000000003,0.719852,33.2,13.6,12.43333,5.233333,3.433333,14.233329999999999,0.333333,0,0,0.01772,0.012875999999999999,-0.015487,-0.6,1.93333,-0.7,0.8,0.1,0.7,georgetown,13,Georgetown,BE,23,10,7.0,0.9005,115.0,10,94.9,42,58.9,329,-0.026,227,0.7107,15,106.5,16,98.5,29,0.445,210
2006,139,1,1207,70,1326,52,N,0,18,7.133333,21,9,0.471785,0.360627,0.704365,32.6,15.53333,11.73333,6.033333,3.5333330000000003,14.933329999999998,11.2,25,5,0.46932700000000005,0.37058800000000003,0.719512,34.03333,15.7,12.13333,7.0,2.7,15.4,-4.066667,-4,4,0.0024579999999999997,-0.009961,-0.015147,-1.43333,-0.16667,-0.4,-0.966667,0.833333,-0.46667,georgetown,13,Georgetown,BE,23,10,7.0,0.9005,115.0,10,94.9,42,58.9,329,-0.026,227,0.7107,15,106.5,16,98.5,29,0.445,210
2006,144,0,1207,53,1196,57,N,0,-4,7.133333,21,9,0.471785,0.360627,0.704365,32.6,15.53333,11.73333,6.033333,3.5333330000000003,14.933329999999998,14.48485,27,6,0.508078,0.39418400000000003,0.734584,35.24242,17.0303,14.878789999999999,8.030303,4.939394,16.12121,-7.351516999999999,-6,3,-0.036293,-0.033557,-0.030219,-2.64242,-1.4969700000000001,-3.14546,-1.9969700000000001,-1.406061,-1.1878799999999998,georgetown,13,Georgetown,BE,23,10,7.0,0.9005,115.0,10,94.9,42,58.9,329,-0.026,227,0.7107,15,106.5,16,98.5,29,0.445,210
2006,137,1,1246,69,1412,64,N,0,5,4.848485,21,12,0.450712,0.35543,0.65642,35.87879,14.181820000000002,13.393939999999999,5.969697,3.090909,16.90909,8.517241,23,6,0.450504,0.345059,0.649068,30.862070000000003,15.27586,12.86207,11.10345,3.5517239999999997,18.2069,-3.6687559999999997,-2,6,0.00020800000000000001,0.010371,0.007352,5.016719999999999,-1.09404,0.53187,-5.133753,-0.460815,-1.2978100000000001,kentucky,22,Kentucky,SEC,22,13,8.0,0.8625,113.9,13,97.1,80,65.7,225,0.0,171,0.7341,8,106.8,11,97.8,18,0.5644,80
2006,139,0,1246,83,1163,87,N,0,-4,4.848485,21,12,0.450712,0.35543,0.65642,35.87879,14.181820000000002,13.393939999999999,5.969697,3.090909,16.90909,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,-11.051515,-6,9,-0.01735,-0.0026780000000000003,-0.045541000000000005,-9.08788,-1.75151,-0.80606,-0.663636,-6.242424,1.50909,kentucky,22,Kentucky,SEC,22,13,8.0,0.8625,113.9,13,97.1,80,65.7,225,0.0,171,0.7341,8,106.8,11,97.8,18,0.5644,80
2006,137,1,1272,94,1331,78,N,0,16,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,6.516129,20,11,0.45321300000000003,0.38519899999999996,0.7114,37.3871,15.83871,14.41935,6.645161,4.129032,17.6129,8.514171000000001,10,-8,-0.005437,-0.033165,-0.026617000000000002,4.67351,-0.11144000000000001,1.39883,3.142718,2.6285439999999998,2.59922,memphis,5,Memphis,CUSA,33,4,1.0,0.9234,110.5,37,89.0,5,72.0,21,-0.006999999999999999,184,0.6039,85,102.7,122,99.0,50,0.6766,31
2006,139,1,1272,72,1137,56,N,0,16,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,10.65517,25,4,0.471045,0.38716799999999996,0.691152,31.689659999999996,14.586210000000001,14.48276,8.724138,1.689655,17.55172,4.37513,5,-1,-0.023269,-0.035134,-0.006369,10.37095,1.14106,1.33542,1.063741,5.067921,2.6604,memphis,5,Memphis,CUSA,33,4,1.0,0.9234,110.5,37,89.0,5,72.0,21,-0.006999999999999999,184,0.6039,85,102.7,122,99.0,50,0.6766,31
2006,143,1,1272,80,1133,64,N,0,16,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,7.233333,20,10,0.444381,0.32874000000000003,0.7182609999999999,37.7,16.53333,15.2,9.2,4.8333330000000005,18.73333,7.7969669999999995,10,-7,0.0033950000000000004,0.023294,-0.033477999999999994,4.360609999999999,-0.80606,0.6181800000000001,0.587879,1.924243,1.47879,memphis,5,Memphis,CUSA,33,4,1.0,0.9234,110.5,37,89.0,5,72.0,21,-0.006999999999999999,184,0.6039,85,102.7,122,99.0,50,0.6766,31
2006,145,0,1272,45,1417,50,N,0,-5,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,5.575755,3,-3,-0.032820999999999996,-0.004863,-0.018687,9.090910000000001,1.6666599999999998,1.27273,4.151515,4.0,4.0606,memphis,5,Memphis,CUSA,33,4,1.0,0.9234,110.5,37,89.0,5,72.0,21,-0.006999999999999999,184,0.6039,85,102.7,122,99.0,50,0.6766,31
2006,137,1,1301,58,1143,52,N,0,6,8.033333,21,9,0.466999,0.37889,0.756549,33.23333,16.0,13.666670000000002,7.366667,4.866667,17.7,4.466667,20,10,0.449387,0.37614699999999995,0.733711,32.53333,13.1,12.36667,5.1666669999999995,2.733333,16.66667,3.5666660000000006,1,-1,0.017612,0.0027429999999999998,0.022838,0.7,2.9,1.3,2.2,2.133334,1.0333299999999999,north carolina st.,41,North Carolina St.,ACC,22,10,10.0,0.8066,110.0,40,97.1,82,66.0,210,0.013,133,0.6363,63,105.2,41,100.2,96,0.3472,299
2006,139,0,1301,54,1400,75,N,0,-21,8.033333,21,9,0.466999,0.37889,0.756549,33.23333,16.0,13.666670000000002,7.366667,4.866667,17.7,16.0303,27,6,0.467437,0.379845,0.721481,40.24242,14.909089999999999,13.69697,8.151515,5.121212,15.30303,-7.996967,-6,3,-0.00043799999999999997,-0.0009550000000000001,0.035068,-7.00909,1.09091,-0.0303,-0.784848,-0.25454499999999997,2.39697,north carolina st.,41,North Carolina St.,ACC,22,10,10.0,0.8066,110.0,40,97.1,82,66.0,210,0.013,133,0.6363,63,105.2,41,100.2,96,0.3472,299
2006,137,1,1314,69,1293,65,N,0,4,11.48276,22,7,0.48202700000000004,0.380952,0.703125,40.0,17.96552,16.62069,7.896552000000001,3.9310339999999995,17.37931,9.689655,23,6,0.45138100000000003,0.356551,0.650854,36.86207,16.0,12.44828,7.896552000000001,4.827586,18.44828,1.793105,-1,1,0.030646,0.024401,0.052271000000000005,3.13793,1.9655200000000002,4.17241,0.0,-0.896552,-1.06897,north carolina,12,North Carolina,ACC,23,8,3.0,0.9013,114.5,11,94.5,39,71.9,22,-0.009000000000000001,190,0.6954,22,105.8,26,98.5,28,0.479,173
2006,139,0,1314,60,1206,65,N,0,-5,11.48276,22,7,0.48202700000000004,0.380952,0.703125,40.0,17.96552,16.62069,7.896552000000001,3.9310339999999995,17.37931,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,0.91609,-1,0,-0.0016820000000000001,0.029173,0.035220999999999995,5.1,2.79885,3.42069,0.5965520000000001,0.397701,1.97931,north carolina,12,North Carolina,ACC,23,8,3.0,0.9013,114.5,11,94.5,39,71.9,22,-0.009000000000000001,190,0.6954,22,105.8,26,98.5,28,0.479,173
