Id,Pred,Wteam,Lteam,Year,WAvgPointSpread,WWins,WLosses,WFieldGoalAvg,WThreePointAvg,WFreeThrowAvg,WReboundAvg,WAssistAvg,WTurnOverAvg,WStealAvg,WBlockAvg,WPersonalFoulAvg,LAvgPointSpread,LWins,LLosses,LFieldGoalAvg,LThreePointAvg,LFreeThrowAvg,LReboundAvg,LAssistAvg,LTurnOverAvg,LStealAvg,LBlockAvg,LPersonalFoulAvg,AvgPointSpread,Wins,Losses,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg
2016_1211_1246,0.5,1211,1246,2016,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,1.33823529,-1,-1,0.006812913700000034,0.005646274299999976,0.07642104769999991,0.7867647099999999,-0.5367647099999999,0.34375,-0.6176470589999985,-2.647058824,-2.8768382400000014
2016_1214_1246,0.5,1214,1246,2016,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-10.51176471,-6,2,-0.060585772699999985,-0.06159430049999998,-0.029204135000000075,2.711764709999997,-2.1450980400000006,2.8666666700000007,-0.38431372599999847,-1.9803921570000003,-0.003921570000002816
2016_1218_1246,0.5,1218,1246,2016,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-0.6117647099999992,-1,-3,-0.01929286269999997,-0.04261780370000001,0.0028268063999999926,-1.2215686199999993,1.2215686199999993,2.1666666699999997,2.1156862740000006,-1.7470588240000002,-0.003921570000002816
2016_1221_1246,0.5,1221,1246,2016,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-15.745098042999999,-12,11,-0.0656757133,-0.04316349389999996,0.009148900499999946,-8.467023170000001,-0.5026738000000002,-0.030303030000000675,0.8368983960000014,-3.1319073090000003,-3.652406420000002
2016_1231_1246,0.5,1231,1246,2016,13.375,25,7,0.5010729614,0.41469816270000004,0.7230273751999999,37.375,15.96875,13.65625,6.9375,3.96875,18.1875,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,1.96323529,-1,-1,0.022512094000000038,0.04421150650000005,0.03962969179999987,-1.21323529,1.55698529,2.65625,1.3198529410000015,-1.6783088240000001,-2.2830882400000014
2016_1233_1246,0.5,1233,1246,2016,5.9375,22,10,0.45608628659999995,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-5.47426471,-4,2,-0.022474580800000032,0.0016063671000000057,0.02908256939999998,-1.68198529,2.43198529,1.78125,1.9448529410000015,-1.5220588240000001,-1.0330882400000014
2016_1234_1246,0.5,1234,1246,2016,9.387096774,21,10,0.4504741834000001,0.3823088456,0.7192429022,38.38709677,16.0,10.41935484,6.806451612999999,4.838709677,16.25806452,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-2.024667936,-5,2,-0.028086683999999862,0.011822189400000016,0.03584521879999991,-0.20113852000000065,1.58823529,-0.5806451599999995,1.1888045540000007,-0.8083491470000004,-4.21252372
2016_1235_1246,0.5,1235,1246,2016,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,-4.53676471,-5,3,0.022946670300000027,0.009714204599999998,0.022716714999999943,-2.52573529,2.11948529,0.5625,0.5386029410000015,-1.4283088240000001,-4.939338240000001
2016_1242_1246,0.5,1242,1246,2016,12.696969699999999,29,4,0.4886901631,0.42204724409999994,0.7061994609000001,37.33333333,15.45454545,12.54545455,6.757575758,4.0,18.90909091,11.41176471,26,8,0.4785608674,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.6176470589999985,5.647058824,20.47058824,1.2852049899999987,3,-4,0.01012929570000004,0.051560587899999955,0.02280177750000001,-1.254901959999998,1.0427807399999995,1.5454545500000005,1.1399286990000013,-1.6470588240000001,-1.5614973300000017
2016_1112_1268,0.5,1112,1268,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,3.0871212099999994,1,0,-0.003613746600000023,0.006804701799999979,-0.03757280230000004,4.867424239999998,0.45265151999999986,-0.025568180000000496,-0.8409090910000003,-0.5871212119999996,1.5871212099999994
2016_1114_1268,0.5,1114,1268,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,0.8104838710000006,3,-4,-0.028395303900000002,0.011339198399999972,-0.02598688399999982,-2.471774189999998,-1.1592741899999996,-2.6179435499999997,0.5403225809999999,-2.310483871,1.6330645200000014
2016_1122_1268,0.5,1122,1268,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-11.488636364,-8,9,-0.025958802000000003,-0.027118120000000023,-0.09027472219999999,0.5037878799999973,-1.1837121199999991,1.7017045500000005,1.1590909089999997,-2.617424242,1.011363639999999
2016_1124_1268,0.5,1124,1268,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-2.4375,-3,3,-0.022120611499999943,-0.002172670099999996,-0.03317743349999991,1.40625,3.03125,-0.03125,1.96875,-1.40625,2.78125
2016_1138_1268,0.5,1138,1268,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-8.4583333333,-5,6,-0.05115278439999987,-0.04058516200000001,-0.05104845139999992,3.4431818199999995,-1.5170454499999995,0.9744318199999995,0.9772727270000008,-1.890151515,4.647727270000001
2016_1139_1268,0.5,1139,1268,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,0.29435483900000037,-3,2,-0.01973831279999999,0.010885657899999956,-0.02900616619999996,1.044354839999997,0.2923387099999992,-2.6179435499999997,1.0241935479999995,-2.02016129,3.2782258099999986
2016_1143_1268,0.5,1143,1268,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-1.0340909089999997,-1,2,-0.02447850899999998,-0.007086689700000037,-0.10403990439999988,4.594696970000001,-1.0928030300000007,-0.6316287900000006,-1.6287878789999999,-0.5568181819999998,4.0416666700000015
2016_1151_1268,0.5,1151,1268,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-1.4375,3,-3,-0.034786264899999975,-0.014730385499999998,-0.027829839899999875,0.0625,-0.09375,-0.65625,1.59375,-0.625,0.8125
2016_1153_1268,0.5,1153,1268,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,1.1875,-2,2,-0.05787108139999997,-0.030536463099999966,-0.056574191799999896,4.0,1.40625,-1.78125,2.1875,0.4375,-1.0
2016_1160_1268,0.5,1160,1268,2016,4.75,21,11,0.42124542119999997,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-4.375,-3,3,-0.06415812770000001,0.013580065599999969,-0.023539165999999945,6.9375,-0.59375,0.625,-0.5625,-0.34375,2.09375
2016_1163_1268,0.5,1163,1268,2016,10.32352941,24,10,0.4594180704,0.36212121210000003,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,1.1985294100000008,0,2,-0.025985478499999992,-0.013636363699999987,0.02612471010000006,1.1544117600000021,-0.2095588199999998,-1.7261029400000005,-0.044117647000000204,-0.34558823500000013,1.375
2016_1167_1268,0.5,1167,1268,2016,8.482758621,21,8,0.4464922711,0.345814978,0.6512345679,38.0,14.96551724,12.4137931,7.7241379310000005,5.068965517,21.48275862,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-0.6422413789999997,-3,0,-0.03891127779999998,-0.029942597800000026,-0.10921559289999994,2.625,0.9030172400000005,-0.42995690000000053,1.9741379310000005,-0.30603448300000036,4.8577586199999985
2016_1173_1268,0.5,1173,1268,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-1.75,1,-1,-0.025852987100000002,-0.028983382300000027,-0.08784742109999999,3.28125,0.625,0.21875,0.15625,-0.9375,2.4375
2016_1181_1268,0.5,1181,1268,2016,9.393939394,23,10,0.4589249493,0.38685208600000004,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,0.2689393940000002,-1,2,-0.026478599599999986,0.011094510200000018,-0.038227938599999955,0.9583333300000021,-0.5776515199999999,-2.964962121000001,0.6439393939999976,-1.1931818180000002,0.011363639999999009
2016_1192_1268,0.5,1192,1268,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-10.802419355,-7,6,-0.029020570199999984,-0.011089828600000018,-0.0615595109999999,-2.2459677399999975,0.03427418999999965,0.15625,1.6048387100000001,-2.858870968,4.9556451599999995
2016_1195_1268,0.5,1195,1268,2016,2.7241379310000005,16,13,0.46957520090000004,0.34588235289999997,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.034482758999999,19.62068966,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-6.4008620689999995,-8,5,-0.015828347999999937,-0.029875222900000054,-0.11533975069999991,4.038793100000007,-1.1659482800000003,-0.84375,0.3879310340000002,-1.3405172410000006,2.99568966
2016_1201_1268,0.5,1201,1268,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-5.65625,-1,1,-0.05491951179999999,-0.03275416280000004,-0.06450421489999991,1.65625,-1.0,-2.21875,2.40625,-1.65625,5.625
2016_1211_1268,0.5,1211,1268,2016,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,3.625,1,-1,-2.9767799999969036e-05,0.0003753546999999413,-0.0006314296999999636,4.0,-0.1875,-1.5,-0.75,-2.375,0.96875
2016_1214_1268,0.5,1214,1268,2016,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-8.225,-4,2,-0.06742845419999999,-0.06686522010000001,-0.10625661239999995,5.924999999999997,-1.7958333300000007,1.0229166700000007,-0.516666667,-1.7083333330000001,3.8416666699999986
2016_1218_1268,0.5,1218,1268,2016,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,1.6750000000000007,1,-3,-0.02613554419999997,-0.04788872330000005,-0.07422567099999988,1.9916666700000007,1.5708333299999993,0.3229166699999997,1.9833333329999991,-1.475,3.8416666699999986
2016_1221_1268,0.5,1221,1268,2016,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-13.458333332999999,-10,11,-0.0725183948,-0.048434413499999995,-0.06790357689999993,-5.253787880000001,-0.15340909000000025,-1.8740530300000007,0.7045454549999999,-2.859848485,0.1931818199999995
2016_1231_1268,0.5,1231,1268,2016,13.375,25,7,0.5010729614,0.41469816270000004,0.7230273751999999,37.375,15.96875,13.65625,6.9375,3.96875,18.1875,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,4.25,1,-1,0.015669412500000035,0.03894058690000002,-0.03742278560000001,2.0,1.90625,0.8125,1.1875,-1.40625,1.5625
2016_1233_1268,0.5,1233,1268,2016,5.9375,22,10,0.45608628659999995,0.3720930233,0.7124802528,36.90625,16.84375,12.78125,7.5625,4.125,19.4375,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-3.1875,-2,2,-0.029317262300000035,-0.003664552500000029,-0.047969907999999895,1.53125,2.78125,-0.0625,1.8125,-1.25,2.8125
2016_1234_1268,0.5,1234,1268,2016,9.387096774,21,10,0.4504741834000001,0.3823088456,0.7192429022,38.38709677,16.0,10.41935484,6.806451612999999,4.838709677,16.25806452,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,0.26209677399999975,-3,2,-0.034929365499999865,0.006551269799999981,-0.04120725859999996,3.0120967699999994,1.9375,-2.4243951599999995,1.0564516129999992,-0.5362903230000002,-0.36693547999999865
2016_1235_1268,0.5,1235,1268,2016,6.875,21,11,0.5015075377,0.3802008608,0.7061143984,36.0625,16.53125,11.5625,6.15625,4.21875,15.53125,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,-2.25,-3,3,0.016103988800000024,0.0044432849999999635,-0.05433576239999993,0.6875,2.46875,-1.28125,0.40625,-1.15625,-1.09375
2016_1242_1268,0.5,1242,1268,2016,12.696969699999999,29,4,0.4886901631,0.42204724409999994,0.7061994609000001,37.33333333,15.45454545,12.54545455,6.757575758,4.0,18.90909091,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,3.5719696999999986,5,-4,0.0032866142000000376,0.04628966829999992,-0.054250699899999866,1.958333330000002,1.3920454499999995,-0.29829544999999946,1.0075757579999998,-1.375,2.2840909099999998
2016_1246_1268,0.5,1246,1268,2016,11.41176471,26,8,0.47856086740000003,0.3704866562,0.6833976834000001,38.58823529,14.41176471,11.0,5.617647058999999,5.647058824,20.47058824,9.125,24,8,0.4854035489,0.3757575758,0.7604501607999999,35.375,14.0625,12.84375,5.75,5.375,16.625,2.28676471,2,0,-0.0068426814999999475,-0.005270919600000035,-0.07705247739999987,3.21323529,0.3492647099999999,-1.84375,-0.1323529410000006,0.27205882400000014,3.8455882400000014
2016_1112_1274,0.5,1112,1274,2016,12.21212121,25,8,0.48178980229999996,0.3825622776,0.7228773584999999,40.24242424,14.51515152,12.81818182,4.909090909,4.787878788,18.21212121,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,3.3996212099999994,0,1,0.005138321699999948,0.01695292869999998,-0.027834892200000017,5.492424239999998,1.7026515199999999,2.1619318199999995,-1.1534090910000003,1.1628787880000004,1.6496212099999994
2016_1114_1274,0.5,1114,1274,2016,9.935483871,27,4,0.457008245,0.3870967742,0.7344632768000001,32.90322581,12.90322581,10.22580645,6.290322581,3.064516129,18.25806452,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,1.1229838710000006,2,-3,-0.01964323560000003,0.021487425299999974,-0.016248973899999797,-1.8467741899999979,0.09072581000000035,-0.4304435499999997,0.22782258099999986,-0.5604838710000002,1.6955645200000014
2016_1122_1274,0.5,1122,1274,2016,-2.363636364,16,17,0.4594447469,0.3486394558,0.6701754386,35.87878788,12.87878788,14.54545455,6.909090909,2.757575758,17.63636364,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-11.176136364,-9,10,-0.017206733700000032,-0.016969893100000022,-0.08053681209999997,1.1287878799999973,0.06628788000000085,3.8892045500000005,0.8465909089999997,-0.8674242419999998,1.073863639999999
2016_1124_1274,0.5,1124,1274,2016,6.6875,21,11,0.46328293740000004,0.3735849057,0.7272727273,36.78125,17.09375,12.8125,7.71875,3.96875,19.40625,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-2.125,-4,4,-0.013368543199999972,0.007975556800000005,-0.023439523399999884,2.03125,4.28125,2.15625,1.65625,0.34375,2.84375
2016_1138_1274,0.5,1138,1274,2016,0.6666666667,19,14,0.4342507645000001,0.3351724138,0.7094017094,38.81818182,12.54545455,13.81818182,6.727272727000001,3.484848485,21.27272727,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-8.1458333333,-6,7,-0.0424007160999999,-0.030436935100000007,-0.04131054129999989,4.0681818199999995,-0.26704544999999946,3.1619318199999995,0.6647727270000008,-0.1401515149999999,4.710227270000001
2016_1139_1274,0.5,1139,1274,2016,9.419354839,21,10,0.4656652361,0.3866432337,0.7314439946,36.41935484,14.35483871,10.22580645,6.7741935479999995,3.35483871,19.90322581,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,0.6068548390000004,-4,3,-0.01098624450000002,0.021033884799999958,-0.019268256099999936,1.669354839999997,1.5423387099999992,-0.4304435499999997,0.7116935479999995,-0.2701612899999999,3.3407258099999986
2016_1143_1274,0.5,1143,1274,2016,8.090909091,23,10,0.4609250399,0.3686708861,0.6564102564000001,39.96969697,12.96969697,12.21212121,4.121212121,4.818181818,20.66666667,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-0.7215909089999997,-2,3,-0.01572644070000001,0.003061537199999964,-0.09430199429999986,5.219696970000001,0.15719696999999933,1.5558712099999994,-1.9412878789999999,1.1931818180000002,4.1041666700000015
2016_1151_1274,0.5,1151,1274,2016,7.6875,27,5,0.450617284,0.3610271903,0.7326203209000001,35.4375,13.96875,12.1875,7.34375,4.75,17.4375,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-1.125,2,-2,-0.026034196600000004,-0.004582158599999997,-0.01809192979999985,0.6875,1.15625,1.53125,1.28125,1.125,0.875
2016_1153_1274,0.5,1153,1274,2016,10.3125,22,10,0.4275324675,0.34522111270000005,0.703875969,39.375,15.46875,11.0625,7.9375,5.8125,15.625,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,1.5,-3,3,-0.0491190131,-0.020388236199999965,-0.04683628169999987,4.625,2.65625,0.40625,1.875,2.1875,-0.9375
2016_1160_1274,0.5,1160,1274,2016,4.75,21,11,0.42124542119999997,0.3893376414,0.7369109948,42.3125,13.46875,13.46875,5.1875,5.03125,18.71875,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-4.0625,-4,4,-0.05540605940000004,0.02372829249999997,-0.01380125589999992,7.5625,0.65625,2.8125,-0.875,1.40625,2.15625
2016_1163_1274,0.5,1163,1274,2016,10.32352941,24,10,0.4594180704,0.36212121210000003,0.7865748709,36.52941176,13.85294118,11.11764706,5.705882353,5.029411765,18.0,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,1.5110294100000008,-1,3,-0.01723341020000002,-0.0034881367999999857,0.035862620200000084,1.7794117600000021,1.0404411800000002,0.46139705999999947,-0.3566176470000002,1.4044117649999999,1.4375
2016_1167_1274,0.5,1167,1274,2016,8.482758621,21,8,0.4464922711,0.345814978,0.6512345679,38.0,14.96551724,12.4137931,7.7241379310000005,5.068965517,21.48275862,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-0.32974137899999967,-4,1,-0.030159209500000006,-0.019794370900000025,-0.09947768279999991,3.25,2.1530172400000005,1.7575430999999995,1.6616379310000005,1.4439655169999996,4.9202586199999985
2016_1173_1274,0.5,1173,1274,2016,7.375,25,7,0.4595505618,0.3467741935,0.6726027397,38.65625,14.6875,13.0625,5.90625,4.4375,19.0625,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-1.4375,0,0,-0.01710091880000003,-0.018835155400000025,-0.07810951099999996,3.90625,1.875,2.40625,-0.15625,0.8125,2.5
2016_1181_1274,0.5,1181,1274,2016,9.393939394,23,10,0.4589249493,0.38685208600000004,0.7222222222,36.33333333,13.48484848,9.878787878999999,6.3939393939999976,4.181818182,16.63636364,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,0.5814393940000002,-2,3,-0.017726531300000015,0.02124273710000002,-0.02849002849999993,1.583333330000002,0.6723484800000001,-0.777462121000001,0.33143939399999756,0.5568181819999998,0.07386363999999901
2016_1192_1274,0.5,1192,1274,2016,-1.677419355,17,14,0.4563829787,0.3646677472,0.6988906498,33.12903226,14.09677419,13.0,7.35483871,2.516129032,21.58064516,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-10.489919355,-8,7,-0.020268501900000013,-0.0009416017000000165,-0.051821600899999876,-1.6209677399999975,1.2842741899999996,2.34375,1.2923387100000001,-1.1088709680000002,5.0181451599999995
2016_1195_1274,0.5,1195,1274,2016,2.7241379310000005,16,13,0.46957520090000004,0.34588235289999997,0.6451104101,39.41379310000001,12.89655172,12.0,6.137931034,4.034482758999999,19.62068966,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-6.0883620689999995,-9,6,-0.0070762796999999655,-0.019726996000000052,-0.10560184059999989,4.663793100000007,0.08405171999999972,1.34375,0.07543103400000017,0.4094827589999994,3.05818966
2016_1201_1274,0.5,1201,1274,2016,3.46875,23,9,0.4304840371,0.343003413,0.6959459459,37.03125,13.0625,10.625,8.15625,3.71875,22.25,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-5.34375,-2,2,-0.046167443500000016,-0.02260593590000004,-0.05476630479999989,2.28125,0.25,-0.03125,2.09375,0.09375,5.6875
2016_1211_1274,0.5,1211,1274,2016,12.75,25,7,0.4853737811,0.37613293049999996,0.7598187311,39.375,13.875,11.34375,5.0,3.0,17.59375,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,3.9375,0,0,0.008722300500000002,0.010523581599999943,0.009106480400000061,4.625,1.0625,0.6875,-1.0625,-0.625,1.03125
2016_1214_1274,0.5,1214,1274,2016,0.9,20,10,0.4179750947,0.3088923557,0.6541935484,41.3,12.26666667,13.86666667,5.233333333,3.666666667,20.46666667,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-7.9125,-5,3,-0.058676385900000017,-0.05671699320000001,-0.09651870229999993,6.549999999999997,-0.5458333300000007,3.2104166700000007,-0.829166667,0.04166666699999988,3.9041666699999986
2016_1218_1274,0.5,1218,1274,2016,10.8,25,5,0.4592680047,0.3278688525,0.6862244898000001,37.36666667,15.63333333,13.16666667,7.733333332999999,3.9,20.46666667,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,1.9875000000000007,0,-2,-0.0173834759,-0.037740496400000045,-0.06448776089999986,2.6166666700000007,2.8208333299999993,2.5104166699999997,1.6708333329999991,0.2749999999999999,3.9041666699999986
2016_1221_1274,0.5,1221,1274,2016,-4.333333333,14,19,0.4128851541,0.3273231623,0.6925465839,30.12121212,13.90909091,10.96969697,6.454545455,2.515151515,16.81818182,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,-13.145833332999999,-11,12,-0.06376632650000003,-0.038286186599999994,-0.058165666799999904,-4.628787880000001,1.0965909099999998,0.3134469699999993,0.3920454549999999,-1.109848485,0.2556818199999995
2016_1231_1274,0.5,1231,1274,2016,13.375,25,7,0.5010729614,0.41469816270000004,0.7230273751999999,37.375,15.96875,13.65625,6.9375,3.96875,18.1875,8.8125,25,7,0.4766514806,0.3656093489,0.7507122506999999,34.75,12.8125,10.65625,6.0625,3.625,16.5625,4.5625,0,0,0.024421480800000006,0.04908881380000002,-0.027684875499999984,2.625,3.15625,3.0,0.875,0.34375,1.625
