Year,team_id,AvgPointSpread,Wins_x,Losses_x,FieldGoalAvg,ThreePointAvg,FreeThrowAvg,ReboundAvg,AssistAvg,TurnOverAvg,StealAvg,BlockAvg,PersonalFoulAvg,Team_Name,Rank,Team,Conference,Wins_y,Losses_y,Seed,Pyth,AdjustO,AdjustO Rank,AdjustD,AdjustD Rank,AdjustT,AdjustT Rank,Luck,Luck Rank,SOS Pyth,SOS Pyth Rank,SOS OppO,SOS OppO Rank,SOS OppD,SOS OppD Rank,NCSOS Pyth,NCSOS Pyth Rank
2005,1137,5.129032,22,9,0.44527,0.37614699999999995,0.697819,31.77419,12.45161,15.774189999999999,8.0,3.0,18.87097,bucknell,86,Bucknell,Pat,23,10,14.0,0.6775,100.5,175,94.3,30,64.1,286,0.065,37,0.4548,193,100.7,204,102.3,198,0.5623,95
2005,1416,3.172414,21,8,0.46033900000000005,0.366261,0.697802,35.10345,15.31034,15.172410000000001,6.655172,4.103448,19.0,ucf,182,UCF,ASun,24,9,15.0,0.4401,104.0,112,106.2,254,61.1,318,0.067,34,0.32299999999999995,293,98.8,263,105.4,320,0.4177,241
2005,1105,1.275862,16,13,0.400935,0.301533,0.613514,37.24138,13.137929999999999,15.24138,10.62069,3.8620690000000004,19.344829999999998,alabama a&m,278,Alabama A&M,SWAC,15,14,16.0,0.2049,90.5,309,101.8,171,73.0,13,-0.021,218,0.1987,328,92.5,327,104.4,291,0.5276,131
2005,1324,-3.13793,11,18,0.44683500000000004,0.334559,0.662295,32.51724,14.72414,12.03448,6.965517,2.482759,17.655170000000002,oakland,173,Oakland,MCon,13,19,16.0,0.4625,106.8,73,108.2,284,65.6,235,-0.023,223,0.5722,110,104.3,77,101.7,165,0.8194,2
2006,1181,13.54545,30,3,0.494334,0.395706,0.760817,32.90909,15.36364,13.393939999999999,9.545455,5.424242,17.48485,duke,2,Duke,ACC,32,4,1.0,0.934,116.6,4,92.6,18,71.4,30,0.048,55,0.7361,7,106.2,19,97.2,5,0.6637,36
2006,1400,16.0303,27,6,0.467437,0.379845,0.721481,40.24242,14.909089999999999,13.69697,8.151515,5.121212,15.30303,texas,7,Texas,B12,30,7,2.0,0.9189,115.8,8,93.8,28,65.3,238,0.038,74,0.6498,51,104.0,75,98.6,36,0.4653,187
2006,1234,7.636364,25,8,0.431073,0.33514499999999997,0.705882,37.84848,14.909089999999999,14.757579999999999,6.696969999999999,4.909091,15.121210000000001,iowa,21,Iowa,B10,25,9,3.0,0.8706,102.5,151,86.8,1,65.9,219,0.047,57,0.6657,39,105.7,30,99.6,68,0.4701,182
2006,1261,9.533333,22,8,0.4754,0.33766199999999996,0.699225,40.23333,15.733329999999999,15.566670000000002,8.466667,6.266667,15.666670000000002,lsu,9,LSU,SEC,27,9,4.0,0.9115,107.9,65,88.1,2,68.7,95,0.008,146,0.7524,2,106.9,7,97.0,4,0.5768,71
2006,1393,3.8529410000000004,23,11,0.43946899999999994,0.342704,0.642541,38.32353,15.55882,15.294120000000001,9.029411999999999,6.4411760000000005,17.91176,syracuse,51,Syracuse,BE,23,12,5.0,0.7878,108.6,53,96.9,77,69.4,77,0.077,26,0.7068,17,106.2,20,98.4,26,0.4095,251
2006,1452,5.62069,19,10,0.445247,0.342353,0.745308,27.55172,17.58621,8.344828,7.896552000000001,2.689655,13.0,west virginia,15,West Virginia,BE,22,11,6.0,0.8859999999999999,115.5,9,96.6,70,63.7,282,-0.047,278,0.73,9,106.8,12,98.0,19,0.5095,141
2006,1143,4.466667,20,10,0.449387,0.37614699999999995,0.733711,32.53333,13.1,12.36667,5.1666669999999995,2.733333,16.66667,california,45,California,P10,20,11,7.0,0.7947,108.8,52,96.7,73,63.0,298,0.021,111,0.6859,26,105.5,36,98.6,33,0.4856,167
2006,1203,12.28571,26,2,0.472024,0.354565,0.6414569999999999,38.17857,17.32143,14.14286,9.428571,4.678571,17.89286,george washington,38,George Washington,A10,27,3,8.0,0.8134,108.8,48,95.8,53,72.5,14,0.105,6,0.4495,201,99.8,257,101.6,148,0.1885,333
2006,1423,8.6875,25,7,0.427468,0.332253,0.703259,36.1875,15.1875,12.46875,7.6875,1.6875,20.625,unc wilmington,33,UNC Wilmington,CAA,25,8,9.0,0.8238,106.0,87,92.7,21,64.6,260,-0.005,181,0.5489,115,102.4,134,100.6,118,0.5059,144
2006,1301,8.033333,21,9,0.466999,0.37889,0.756549,33.23333,16.0,13.666670000000002,7.366667,4.866667,17.7,north carolina st.,41,North Carolina St.,ACC,22,10,10.0,0.8066,110.0,40,97.1,82,66.0,210,0.013,133,0.6363,63,105.2,41,100.2,96,0.3472,299
2006,1356,5.032258000000001,22,9,0.410959,0.33652,0.6879430000000001,32.80645,12.29032,14.322579999999999,8.580645,3.193548,19.64516,southern illinois,43,Southern Illinois,MVC,22,11,11.0,0.8014,101.2,174,89.6,7,61.7,318,0.033,88,0.6453,54,102.0,160,96.9,3,0.512,138
2006,1401,8.758621,21,8,0.449934,0.358491,0.67515,31.689659999999996,16.75862,13.413789999999999,8.655172,2.9655169999999997,21.58621,texas a&m,26,Texas A&M,B12,22,9,12.0,0.8433,104.3,113,90.1,9,64.6,262,-0.008,185,0.5666,98,103.0,110,100.6,113,0.212,331
2006,1233,8.433333,23,7,0.483653,0.410638,0.694329,37.03333,15.833329999999998,15.1,7.633333,4.1666669999999995,18.566670000000002,iona,69,Iona,MAAC,23,8,13.0,0.7386,108.2,63,98.8,105,71.2,34,0.024,108,0.531,134,105.1,43,104.0,256,0.5958,62
2006,1322,6.172414,22,7,0.464221,0.363118,0.672489,35.65517,16.655170000000002,15.7931,8.827586,3.275862,20.89655,northwestern st.,93,Northwestern St.,Slnd,26,8,14.0,0.6748,105.4,97,98.9,106,69.1,88,0.017,123,0.4714,187,101.5,187,102.5,181,0.736,11
2006,1335,8.925925999999999,19,8,0.449158,0.31842600000000004,0.676301,32.25926,14.40741,13.59259,10.03704,2.703704,17.96296,penn,106,Penn,Ivy,20,9,15.0,0.6408,98.8,216,94.0,31,65.8,223,-0.029,237,0.3849,255,99.2,276,103.4,220,0.5416,110
2006,1380,1.258065,19,12,0.44092200000000004,0.318807,0.647986,38.80645,12.35484,17.58065,7.580645,3.8064519999999997,17.87097,southern,193,Southern,SWAC,19,13,16.0,0.4046,94.4,279,97.6,86,66.8,167,0.081,19,0.341,288,96.6,319,102.3,177,0.7964,5
2006,1272,15.0303,30,3,0.447776,0.352034,0.684783,42.06061,15.72727,15.818179999999998,9.787879,6.757575999999999,20.212120000000002,memphis,5,Memphis,CUSA,33,4,1.0,0.9234,110.5,37,89.0,5,72.0,21,-0.006999999999999999,184,0.6039,85,102.7,122,99.0,50,0.6766,31
2006,1417,9.454545,27,6,0.48059700000000005,0.35689699999999996,0.7034699999999999,32.9697,14.06061,14.54545,5.636364,2.757576,16.15152,ucla,4,UCLA,P10,32,7,2.0,0.9273,110.4,38,88.5,4,62.8,301,0.021,114,0.6963,20,105.9,25,98.5,30,0.5402,112
2006,1211,7.633333,27,3,0.476995,0.366167,0.782609,37.6,14.03333,13.333329999999998,7.266667,2.8,18.8,gonzaga,34,Gonzaga,WCC,29,4,3.0,0.8220000000000001,118.0,1,103.3,186,68.0,116,0.036000000000000004,79,0.6071,81,102.8,117,99.0,52,0.6787,29
2006,1242,13.290320000000001,24,7,0.47157200000000005,0.37746999999999997,0.665615,39.32258,17.93548,15.64516,9.677419,5.7741940000000005,18.03226,kansas,8,Kansas,B12,25,8,4.0,0.9179,109.0,45,88.4,3,69.1,86,-0.043,271,0.6245,71,104.3,65,99.8,78,0.4592,196
2006,1338,9.677419,24,7,0.45187299999999997,0.352087,0.6884779999999999,39.19355,16.51613,13.74194,6.354839,3.83871,17.06452,pittsburgh,11,Pittsburgh,BE,25,8,5.0,0.9061,111.6,25,91.6,11,65.6,228,-0.031,241,0.6892,23,106.7,13,99.6,69,0.3498,298
2006,1231,5.275862,18,11,0.45974799999999993,0.395604,0.698603,33.93103,14.965520000000001,14.62069,6.310345,2.37931,18.2069,indiana,37,Indiana,B10,19,12,6.0,0.8135,107.3,68,94.4,37,68.0,115,-0.011,196,0.7078,16,106.8,10,98.9,48,0.5331,117
2006,1266,4.551724,19,10,0.450089,0.397746,0.732692,35.55172,15.27586,14.7931,7.517241,3.068966,19.48276,marquette,27,Marquette,BE,20,11,7.0,0.8368,111.3,28,96.6,67,70.0,57,-0.011,197,0.7056,18,107.2,1,99.4,61,0.4494,205
2006,1116,9.258065,22,9,0.459218,0.339731,0.693966,35.03226,15.54839,13.3871,8.451613,6.129032,16.93548,arkansas,19,Arkansas,SEC,22,10,8.0,0.8783,111.2,30,93.6,27,67.6,129,-0.061,293,0.6417,59,104.4,64,99.2,56,0.3751,282
2006,1137,10.65517,25,4,0.471045,0.38716799999999996,0.691152,31.689659999999996,14.586210000000001,14.48276,8.724138,1.689655,17.55172,bucknell,48,Bucknell,Pat,27,5,9.0,0.7923,104.5,108,93.1,23,63.2,297,0.093,13,0.4254,215,99.2,277,101.9,163,0.6789,28
2006,1104,2.827586,17,12,0.45344399999999996,0.33970300000000003,0.7061609999999999,37.0,12.2069,13.51724,6.344828,5.034483,13.827589999999999,alabama,50,Alabama,SEC,18,13,10.0,0.7881,112.2,20,100.1,126,64.6,259,0.005,153,0.7169,13,106.0,23,97.7,14,0.5266,124
2006,1361,7.133333,22,8,0.45735,0.394175,0.7216640000000001,34.96667,13.166670000000002,14.833329999999998,7.733333,3.0333330000000003,16.66667,san diego st.,60,San Diego St.,MWC,24,9,11.0,0.7705,111.2,29,100.1,128,67.5,135,0.0,170,0.5355,128,101.9,169,100.6,115,0.4418,217
2006,1245,6.9375,24,8,0.443941,0.354067,0.72067,33.4375,13.4375,13.25,7.71875,2.3125,20.09375,kent st.,68,Kent St.,MAC,25,9,12.0,0.7418,106.9,74,97.5,85,67.1,150,0.019,118,0.5172,146,102.2,151,101.6,150,0.47,183
2006,1133,7.233333,20,10,0.444381,0.32874000000000003,0.7182609999999999,37.7,16.53333,15.2,9.2,4.8333330000000005,18.73333,bradley,25,Bradley,MVC,22,11,13.0,0.8509,106.4,82,91.5,10,70.7,42,-0.019,212,0.6624,41,103.7,84,97.8,17,0.4552,201
2006,1462,8.516129,21,10,0.46328,0.371429,0.725,35.16129,15.74194,12.96774,6.290323,4.870968,17.64516,xavier,67,Xavier,A10,21,11,14.0,0.7487,108.4,56,98.6,100,66.7,172,-0.066,300,0.5332,132,102.0,161,100.9,125,0.4194,238
2006,1125,5.9,20,10,0.5,0.381872,0.695238,35.73333,16.96667,16.3,7.733333,3.566667,19.866670000000003,belmont,170,Belmont,ASun,20,11,15.0,0.4486,105.6,92,107.5,266,70.1,56,0.025,105,0.3161,303,99.5,268,106.5,326,0.6588,40
2006,1331,6.516129,20,11,0.45321300000000003,0.38519899999999996,0.7114,37.3871,15.83871,14.41935,6.645161,4.129032,17.6129,oral roberts,119,Oral Roberts,MCon,21,12,16.0,0.6088,105.5,94,101.5,150,68.3,108,-0.034,252,0.4108,226,101.7,176,105.0,289,0.6616,37
2006,1437,11.62069,25,4,0.425806,0.38653000000000004,0.751196,36.24138,12.62069,11.27586,7.586207000000001,5.034483,18.37931,villanova,6,Villanova,BE,28,5,1.0,0.9211,114.4,12,92.4,16,66.5,184,0.081,20,0.7447,6,107.0,4,97.5,8,0.5676,77
2006,1326,11.2,25,5,0.46932700000000005,0.37058800000000003,0.719512,34.03333,15.7,12.13333,7.0,2.7,15.4,ohio st.,14,Ohio St.,B10,26,6,2.0,0.8866,110.8,33,92.6,19,66.7,171,0.028,98,0.6462,52,105.2,42,99.8,79,0.4124,246
2006,1196,14.48485,27,6,0.508078,0.39418400000000003,0.734584,35.24242,17.0303,14.878789999999999,8.030303,4.939394,16.12121,florida,1,Florida,SEC,33,6,3.0,0.9559,116.8,3,89.4,6,68.0,112,-0.011,194,0.6609,42,105.6,34,99.6,72,0.277,323
2006,1130,7.65625,25,7,0.489275,0.372816,0.671543,35.1875,17.8125,13.3125,5.9375,4.28125,16.5,boston college,23,Boston College,ACC,28,8,4.0,0.862,116.1,6,99.0,108,62.8,302,0.024,107,0.6445,56,104.9,48,99.6,74,0.341,301
2006,1305,9.032258,26,5,0.452287,0.359743,0.72043,38.32258,15.35484,12.96774,5.387097,4.741935,16.25806,nevada,30,Nevada,WAC,27,6,5.0,0.8264,108.8,49,95.0,44,67.1,151,0.025,104,0.5362,126,102.1,157,100.8,124,0.5902,65
2006,1328,5.571429,20,8,0.448525,0.358811,0.715084,36.60714,14.46429,14.03571,7.107142999999999,3.428571,16.92857,oklahoma,52,Oklahoma,B12,20,9,6.0,0.7871,111.7,23,99.7,118,64.0,276,0.05,51,0.6528,49,104.1,71,98.6,34,0.5069,143
2006,1207,7.133333,21,9,0.471785,0.360627,0.704365,32.6,15.53333,11.73333,6.033333,3.5333330000000003,14.933329999999998,georgetown,13,Georgetown,BE,23,10,7.0,0.9005,115.0,10,94.9,42,58.9,329,-0.026,227,0.7107,15,106.5,16,98.5,29,0.445,210
2006,1112,4.870968,19,12,0.442237,0.315789,0.700321,34.51613,14.774189999999999,13.483870000000001,9.870968,3.774194,16.48387,arizona,24,Arizona,P10,20,13,8.0,0.8521,111.9,22,96.1,58,69.3,78,-0.038,257,0.7512,3,106.5,14,96.8,2,0.728,14
2006,1458,6.3,19,11,0.43210600000000005,0.34177199999999996,0.663142,36.56667,13.4,11.63333,5.366667,3.3666669999999996,17.2,wisconsin,46,Wisconsin,B10,19,12,9.0,0.7941,108.8,51,96.7,74,66.7,176,-0.023,220,0.6877,24,104.9,47,98.0,20,0.5315,122
2006,1320,6.8,21,9,0.45406499999999994,0.34775100000000003,0.719852,33.2,13.6,12.43333,5.233333,3.433333,14.233329999999999,northern iowa,35,Northern Iowa,MVC,23,10,10.0,0.8218,106.4,83,93.1,24,61.0,322,-0.025,223,0.6458,53,102.8,120,97.6,11,0.5098,139
2006,1454,7.785714,20,8,0.43673999999999996,0.337615,0.691339,38.214290000000005,12.5,13.78571,6.785714,2.928571,19.42857,milwaukee,61,Milwaukee,Horz,22,9,11.0,0.7581,106.7,77,96.6,71,69.4,76,0.017,126,0.5509,111,103.7,81,101.9,164,0.62,50
2006,1285,6.814814999999999,21,6,0.48925100000000005,0.382857,0.712785,35.14815,17.7037,14.14815,7.296296000000001,2.925926,18.81481,montana,87,Montana,BSky,24,7,12.0,0.6941,109.9,41,102.4,170,67.5,136,0.056,48,0.4725,186,102.3,142,103.3,211,0.4617,193
2006,1334,10.13793,22,7,0.485192,0.384774,0.745917,35.17241,15.655170000000002,12.55172,5.9310339999999995,2.1034479999999998,15.37931,pacific,81,Pacific,BW,24,8,13.0,0.7144,107.5,67,99.3,110,64.2,267,0.011,142,0.4437,205,101.6,181,103.6,231,0.4826,172
2006,1375,8.206897,23,6,0.45415900000000003,0.365243,0.704348,33.93103,14.172410000000001,13.24138,8.482759,1.310345,18.72414,south alabama,76,South Alabama,SB,24,7,14.0,0.7201,107.2,70,98.7,102,67.2,147,0.057,46,0.444,204,99.8,256,101.8,161,0.4289,230
2006,1172,5.407407,17,10,0.449564,0.36180100000000004,0.767932,38.51852,17.66667,13.2963,4.481481,1.555556,18.33333,davidson,128,Davidson,SC,20,11,15.0,0.585,108.3,60,105.1,219,67.1,149,-0.024,222,0.4501,200,101.0,210,102.8,193,0.7156,19
2006,1214,3.0,16,15,0.41812,0.31685,0.620482,39.225809999999996,12.35484,16.22581,7.645161,3.064516,20.87097,hampton,274,Hampton,MEAC,16,16,16.0,0.2258,90.9,318,101.1,148,70.2,54,-0.056,288,0.184,334,93.2,334,106.1,322,0.2765,325
2006,1284,0.84375,18,14,0.44325600000000004,0.33776999999999996,0.665499,32.65625,14.65625,15.09375,7.65625,3.4375,16.9375,monmouth,162,Monmouth,NEC,19,15,16.0,0.4708,95.0,273,95.9,55,66.0,216,0.019,119,0.4231,218,100.3,231,103.1,203,0.6142,54
2006,1163,15.9,27,3,0.468062,0.358108,0.701961,44.96667,15.933329999999998,14.2,6.633333,9.333333,15.4,connecticut,3,Connecticut,BE,30,4,1.0,0.9325,117.5,2,93.6,25,70.9,38,0.078,24,0.6731,34,105.3,40,98.9,49,0.3793,277
2006,1397,7.642857000000001,21,7,0.466513,0.393365,0.70068,33.35714,17.21429,12.96429,10.21429,3.035714,18.0,tennessee,16,Tennessee,SEC,22,8,2.0,0.8822,116.1,7,97.5,84,72.4,16,0.012,137,0.7276,10,106.5,17,97.8,15,0.5153,132
2006,1314,11.48276,22,7,0.48202700000000004,0.380952,0.703125,40.0,17.96552,16.62069,7.896552000000001,3.9310339999999995,17.37931,north carolina,12,North Carolina,ACC,23,8,3.0,0.9013,114.5,11,94.5,39,71.9,22,-0.009000000000000001,190,0.6954,22,105.8,26,98.5,28,0.479,173
2006,1228,11.87097,25,6,0.456322,0.363057,0.6337520000000001,36.0,15.096770000000001,12.35484,6.2258059999999995,2.5161290000000003,17.3871,illinois,10,Illinois,B10,26,7,4.0,0.9107,113.2,17,92.5,17,64.0,275,-0.019,213,0.6355,65,104.3,67,99.4,60,0.402,256
2006,1449,12.96667,24,6,0.47451400000000005,0.364815,0.7480060000000001,37.86667,16.53333,15.03333,7.933333,3.5,18.933329999999998,washington,17,Washington,P10,26,7,5.0,0.8804,113.0,18,95.0,43,73.0,10,0.008,148,0.6125,76,103.9,77,99.8,80,0.2899,318
2006,1277,5.4375,21,11,0.477441,0.370297,0.7716890000000001,35.84375,16.59375,14.09375,6.28125,2.96875,18.09375,michigan st.,32,Michigan St.,B10,22,12,6.0,0.8248,113.3,16,99.0,107,66.0,212,0.004,160,0.6962,21,104.7,54,97.4,7,0.4764,174
2006,1455,6.7741940000000005,23,8,0.441317,0.370567,0.72621,36.87097,14.96774,12.90323,5.290323,1.8387099999999998,15.45161,wichita st.,29,Wichita St.,MVC,26,9,7.0,0.8363,110.7,35,96.1,56,64.1,273,0.032,89,0.6352,66,103.0,109,98.1,21,0.4924,161
2006,1246,4.848485,21,12,0.450712,0.35543,0.65642,35.87879,14.181820000000002,13.393939999999999,5.969697,3.090909,16.90909,kentucky,22,Kentucky,SEC,22,13,8.0,0.8625,113.9,13,97.1,80,65.7,225,0.0,171,0.7341,8,106.8,11,97.8,18,0.5644,80
2006,1412,8.517241,23,6,0.450504,0.345059,0.649068,30.862070000000003,15.27586,12.86207,11.10345,3.5517239999999997,18.2069,uab,55,UAB,CUSA,24,7,9.0,0.7804,107.9,64,96.7,72,69.9,63,0.059,44,0.5396,121,100.5,229,99.1,54,0.4855,168
2006,1371,1.37931,18,11,0.411909,0.336,0.739482,36.86207,12.51724,13.448279999999999,6.758621000000001,2.586207,18.7931,seton hall,71,Seton Hall,BE,18,12,10.0,0.7281,105.2,101,96.5,66,67.4,137,0.086,17,0.6672,37,104.8,52,98.7,37,0.4598,195
2006,1206,10.56667,23,7,0.483709,0.351779,0.6679039999999999,34.9,15.166670000000002,13.2,7.3,3.5333330000000003,15.4,george mason,20,George Mason,CAA,27,8,11.0,0.8714,108.3,58,91.7,13,63.7,283,0.017,124,0.6096,78,104.0,74,100.1,90,0.5593,88
2006,1429,7.133333,22,8,0.49027,0.40255,0.726358,33.26667,16.83333,13.0,5.3,2.9,15.733329999999999,utah st.,79,Utah St.,WAC,23,9,12.0,0.7158,111.6,26,103.0,181,62.4,310,0.026,102,0.5304,136,101.2,201,100.2,92,0.4252,233
2006,1102,8.928571,22,6,0.481191,0.39703499999999997,0.7463770000000001,24.57143,14.17857,10.92857,8.0,2.107143,15.39286,air force,47,Air Force,MWC,24,7,13.0,0.794,110.7,34,98.5,95,56.3,332,-0.001,173,0.5052,157,101.3,198,101.1,135,0.3631,288
2006,1293,9.689655,23,6,0.45138100000000003,0.356551,0.650854,36.86207,16.0,12.44828,7.896552000000001,4.827586,18.44828,murray st.,86,Murray St.,OVC,24,7,14.0,0.6972,102.7,144,95.5,49,64.8,254,0.009000000000000001,144,0.3767,260,101.7,177,106.3,325,0.6168,53
2006,1457,11.67857,21,7,0.44529799999999997,0.367381,0.698835,36.035709999999995,15.71429,13.92857,9.25,3.178571,17.14286,winthrop,83,Winthrop,BSth,23,8,15.0,0.7115,101.8,160,94.1,35,65.8,221,-0.027000000000000003,230,0.4159,224,102.3,138,105.4,306,0.6962,24
2006,1107,4.580645,21,10,0.447139,0.381533,0.709199,33.96774,12.6129,14.16129,6.387097,2.580645,19.096770000000003,albany,137,Albany,AE,21,11,16.0,0.5408,104.3,112,102.9,180,64.8,253,0.028,96,0.3855,253,99.4,272,103.5,226,0.5483,102
2007,1314,18.14706,28,6,0.5042409999999999,0.364991,0.707346,40.70588,18.64706,13.94118,8.382353,4.588235,17.29412,north carolina,3,North Carolina,ACC,31,7,1.0,0.9553,119.4,4,91.5,10,73.1,9,-0.046,279,0.7329,7,108.4,3,99.3,31,0.573,88
2007,1207,11.59375,26,6,0.50646,0.36612,0.717687,33.28125,14.34375,13.75,5.21875,5.03125,16.5,georgetown,4,Georgetown,BE,30,7,2.0,0.9477,120.2,2,93.4,24,59.9,328,0.008,163,0.7222,13,107.0,21,98.5,7,0.4847,170
2007,1450,7.40625,25,7,0.46506000000000003,0.371717,0.710993,30.375,13.875,10.3125,6.65625,4.46875,16.25,washington st.,20,Washington St.,P10,26,8,3.0,0.8849,109.7,58,91.9,12,60.7,323,0.004,168,0.664,51,105.5,59,99.5,39,0.3637,299
2007,1400,10.272730000000001,24,9,0.446071,0.397059,0.727723,40.18182,13.878789999999999,12.272730000000001,7.606061,5.757576,17.27273,texas,24,Texas,B12,25,10,4.0,0.867,117.5,6,99.8,106,68.5,97,-0.008,197,0.6505,58,105.5,61,100.0,60,0.4532,205
2007,1425,6.382353,23,11,0.477448,0.403361,0.707214,34.0,12.82353,14.705879999999999,5.5,3.941176,17.823529999999998,usc,30,USC,P10,25,12,5.0,0.8611,110.7,45,94.5,34,67.7,121,0.017,139,0.6709999999999999,42,105.6,56,99.3,25,0.3318,312
2007,1435,4.266667,19,11,0.45438900000000004,0.373641,0.728395,33.23333,16.66667,12.46667,7.366667,2.6,17.0,vanderbilt,40,Vanderbilt,SEC,22,12,6.0,0.8444,113.9,21,98.3,77,67.2,140,0.008,160,0.7084,18,107.2,14,99.3,24,0.4263,232
2007,1130,4.7741940000000005,20,11,0.479394,0.349328,0.723684,34.64516,14.774189999999999,14.129029999999998,5.7741940000000005,5.7741940000000005,15.3871,boston college,49,Boston College,ACC,21,12,7.0,0.8139,114.7,16,100.9,130,64.6,251,0.026,114,0.7217,14,108.2,5,99.6,47,0.4705,189
2007,1266,7.4375,23,9,0.439913,0.334967,0.671642,36.75,14.1875,14.53125,8.65625,3.375,20.40625,marquette,37,Marquette,BE,24,10,8.0,0.8468,110.0,53,94.8,36,68.3,105,0.009000000000000001,156,0.6605,53,105.7,54,99.7,53,0.388,268
2007,1277,8.393939,22,11,0.47095200000000004,0.372807,0.710485,35.15152,16.0,15.0303,5.121212,4.818182,18.33333,michigan st.,18,Michigan St.,B10,23,12,9.0,0.8857,109.9,54,92.0,13,61.8,314,-0.036000000000000004,265,0.6994,25,106.7,28,99.1,22,0.4623,198
2007,1403,2.939394,21,12,0.45287200000000005,0.41188500000000006,0.737637,30.757579999999997,13.36364,11.81818,6.878788,1.8787880000000001,17.45455,texas tech,77,Texas Tech,B12,21,13,10.0,0.7347,109.2,66,100.0,110,65.8,205,0.058,43,0.6737,38,105.9,44,99.4,37,0.5508,105
2007,1203,6.8709679999999995,23,8,0.463164,0.372506,0.704778,34.0,14.709679999999999,13.677420000000001,9.322581,4.419355,18.87097,george washington,94,George Washington,A10,23,9,11.0,0.6714,101.9,167,95.8,46,67.7,122,0.09,18,0.4731,172,102.9,147,103.8,227,0.3823,276
2007,1116,5.676471,21,13,0.46411199999999997,0.352445,0.701408,35.52941,15.176470000000002,15.323529999999998,6.911764999999999,6.411765,17.38235,arkansas,42,Arkansas,SEC,21,14,12.0,0.8416,107.9,78,93.4,23,67.1,150,-0.022,235,0.7271,9,108.1,7,99.3,29,0.5305,120
2007,1308,5.5625,24,8,0.478778,0.39534899999999995,0.650913,38.03125,13.6875,17.03125,7.125,2.8125,20.8125,new mexico st.,95,New Mexico St.,WAC,25,9,13.0,0.6698,105.7,109,99.4,98,70.4,48,0.036000000000000004,85,0.48,169,102.1,172,102.8,171,0.3924,260
2007,1331,6.25,22,10,0.469909,0.372093,0.709554,35.09375,13.5,15.28125,6.25,4.4375,17.875,oral roberts,86,Oral Roberts,MCon,23,11,14.0,0.6897,105.5,112,98.4,82,67.2,143,-0.006999999999999999,196,0.4965,159,103.3,132,103.5,204,0.6257,52
2007,1125,8.322581,22,9,0.468347,0.366667,0.691606,36.70968,15.709679999999999,15.903229999999999,6.096774,3.225806,18.58065,belmont,120,Belmont,ASun,23,10,15.0,0.5979,104.1,135,100.5,123,67.5,128,0.023,125,0.3617,276,99.0,298,104.0,235,0.5983,67
2007,1184,1.833333,19,11,0.466667,0.358187,0.679458,28.2,14.433329999999998,13.633329999999999,7.6666669999999995,2.5,13.9,eastern kentucky,184,Eastern Kentucky,OVC,21,12,16.0,0.4008,99.9,202,103.4,170,62.2,310,0.077,23,0.3696,269,100.7,227,105.5,304,0.7016,27
2007,1326,13.48485,30,3,0.471708,0.36336799999999997,0.6955180000000001,35.69697,15.57576,11.75758,6.818182000000001,5.939394,13.57576,ohio st.,2,Ohio St.,B10,35,4,1.0,0.9553,119.6,3,91.6,11,65.4,219,0.056,47,0.723,12,106.5,33,98.0,4,0.5052,154
2007,1272,17.242420000000003,30,3,0.461424,0.351389,0.609871,39.90909,15.06061,13.57576,9.818182,5.909091,19.757579999999997,memphis,9,Memphis,CUSA,33,4,2.0,0.9268,113.5,23,91.0,9,69.1,76,0.031,103,0.5728,109,103.3,133,100.7,88,0.5789,86
2007,1401,17.12903,25,6,0.500598,0.421712,0.723781,35.74194,18.0,12.51613,6.7741940000000005,3.3870970000000002,19.51613,texas a&m,7,Texas A&M,B12,27,7,3.0,0.9344,117.2,7,93.1,20,65.0,235,-0.046,280,0.6142,83,104.5,92,100.3,72,0.378,284
2007,1438,5.689655,19,10,0.43555,0.36646,0.737135,39.0,13.0,13.72414,4.655172,3.068966,20.10345,virginia,50,Virginia,ACC,21,11,4.0,0.8123,111.3,42,98.0,72,68.5,99,0.006999999999999999,164,0.6659,49,106.4,37,100.2,69,0.3806,279
2007,1397,5.21875,22,10,0.44299999999999995,0.352217,0.653795,35.5625,15.46875,14.59375,9.8125,3.21875,19.8125,tennessee,27,Tennessee,SEC,24,11,5.0,0.8651,113.8,22,96.8,56,72.0,22,0.034,89,0.7363,6,108.1,8,98.9,15,0.5674,92
2007,1257,8.387097,22,9,0.43281099999999995,0.33189,0.677067,37.03226,14.935479999999998,12.87097,7.451613,4.16129,20.3871,louisville,15,Louisville,BE,24,10,6.0,0.8998,112.1,35,92.6,16,65.1,228,-0.045,276,0.6619,52,105.5,63,99.5,41,0.4037,248
2007,1305,10.41935,27,4,0.487915,0.413547,0.754717,38.16129,16.548389999999998,13.03226,5.451613,4.129032,16.70968,nevada,44,Nevada,WAC,29,5,7.0,0.8312,115.2,12,100.3,117,67.2,142,0.03,105,0.5422,125,102.1,173,100.6,81,0.5335,118
2007,1140,7.71875,24,8,0.48971899999999996,0.40689699999999995,0.656968,37.3125,15.78125,13.53125,5.84375,3.5,19.40625,byu,41,BYU,MWC,25,9,8.0,0.8427,115.5,10,99.8,105,68.5,98,0.002,177,0.6168,79,104.9,76,100.7,89,0.5043,156
2007,1462,11.625,24,8,0.479304,0.389831,0.740648,33.8125,15.09375,12.875,5.75,3.53125,17.59375,xavier,35,Xavier,A10,25,9,9.0,0.8534,114.6,18,98.4,80,67.3,132,-0.047,282,0.5834,98,104.8,80,101.8,124,0.6012,65
